deltaT, accX, accY, accZ, thetaX, thetaY, thetaZ
9820, -0.0710449, -0.0456543, 0.9089356, -1.7080970, 3.3303587, -1.7011407
12336, -0.0690918, -0.0507812, 0.8916016, -1.7930903, 3.4218573, -1.7092119
9836, -0.0776367, -0.0581055, 0.8972168, -1.8551646, 3.4854679, -1.7148692
9812, -0.0756836, -0.0461426, 0.8979493, -1.8847982, 3.5235178, -1.7177623
9824, -0.0769043, -0.0407715, 0.9013672, -1.9021057, 3.5497460, -1.7188394
9792, -0.0646973, -0.0319824, 0.9013672, -1.8986359, 3.5512495, -1.7185424
9836, -0.0634766, -0.0415039, 0.9064942, -1.9039573, 3.5430374, -1.7178629
9800, -0.0488281, -0.0351562, 0.9113770, -1.8987793, 3.5121624, -1.7143598
12388, -0.0590820, -0.0297852, 0.9040528, -1.8932362, 3.5004165, -1.7111952
9840, -0.0524902, -0.0297852, 0.9082032, -1.8860414, 3.4828729, -1.7102875
9796, -0.0825195, -0.0512695, 0.8981934, -1.8990973, 3.4944491, -1.7093333
9820, -0.0556641, -0.0314941, 0.9072266, -1.8805694, 3.4645280, -1.7085783
9804, -0.0576172, -0.0349121, 0.9060059, -1.8625535, 3.4338264, -1.7062966
9800, -0.0466309, -0.0300293, 0.9111329, -1.8397650, 3.3894877, -1.7024883
9820, -0.0522461, -0.0302734, 0.9116211, -1.8227375, 3.3621029, -1.7001600
19664, -0.0534668, -0.0261230, 0.9096680, -1.7837235, 3.3092443, -1.6879631
9872, -0.0559082, -0.0263672, 0.9138184, -1.7709321, 3.2912604, -1.6853599
9836, -0.0515137, -0.0322266, 0.9172364, -1.7585990, 3.2654788, -1.6841469
9856, -0.0495605, -0.0219727, 0.9128418, -1.7354620, 3.2420887, -1.6823233
9852, -0.0502930, -0.0288086, 0.9106446, -1.7250791, 3.2267527, -1.6808195
9800, -0.0632324, -0.0314941, 0.9025879, -1.7174980, 3.2251076, -1.6794852
12384, -0.0642090, -0.0244141, 0.9113770, -1.6912803, 3.2122685, -1.6767472
9864, -0.0410156, -0.0246582, 0.9187012, -1.6743144, 3.1806464, -1.6762051
9820, -0.0791016, -0.0236816, 0.9169922, -1.6707069, 3.2101387, -1.6749761
9824, -0.0664063, -0.0405273, 0.9169922, -1.6829451, 3.2222373, -1.6743136
9832, -0.0549316, -0.0358887, 0.9025879, -1.6912205, 3.2208182, -1.6740464
9804, -0.0527344, -0.0285645, 0.9057618, -1.6917762, 3.2188415, -1.6754288
9820, -0.0556641, -0.0351562, 0.9123536, -1.6998906, 3.2197556, -1.6761235
12380, -0.0600586, -0.0261230, 0.9174805, -1.6957194, 3.2254159, -1.6777824
9860, -0.0578613, -0.0249023, 0.9125977, -1.6919583, 3.2303988, -1.6768281
9820, -0.0537109, -0.0322266, 0.9077149, -1.7000474, 3.2296304, -1.6763784
9796, -0.0502930, -0.0358887, 0.9099122, -1.7082649, 3.2238285, -1.6769356
9804, -0.0520020, -0.0300293, 0.9057618, -1.7087997, 3.2205798, -1.6796319
9784, -0.0449219, -0.0283203, 0.9104004, -1.7081272, 3.2082040, -1.6804638
9792, -0.0517578, -0.0239258, 0.9194336, -1.7015976, 3.2031459, -1.6818455
12400, -0.0559082, -0.0280762, 0.9155274, -1.7004253, 3.2032194, -1.6822219
9848, -0.0566406, -0.0393066, 0.9113770, -1.7120341, 3.2043030, -1.6834068
9788, -0.0488281, -0.0344238, 0.8930665, -1.7185249, 3.1993448, -1.6846509
9820, -0.0483398, -0.0288086, 0.9074707, -1.7214664, 3.1939461, -1.6858807
9800, -0.0415039, -0.0246582, 0.9125977, -1.7191515, 3.1823272, -1.6869876
9836, -0.0512695, -0.0300293, 0.9052735, -1.7217555, 3.1823084, -1.6871325
12380, -0.0605469, -0.0341797, 0.9025879, -1.7311997, 3.1950569, -1.6877388
17408, -0.0468750, -0.0275879, 0.9104004, -1.7292366, 3.1915550, -1.6911273
12128, -0.0527344, -0.0297852, 0.9145508, -1.7316514, 3.1915600, -1.6896717
9928, -0.0515137, -0.0224609, 0.9121094, -1.7243173, 3.1915695, -1.6893451
9852, -0.0449219, -0.0310059, 0.8972168, -1.7296311, 3.1836245, -1.6892152
9876, -0.0493164, -0.0336914, 0.8991700, -1.7364150, 3.1775586, -1.6915137
9860, -0.0463867, -0.0236816, 0.9091797, -1.7286746, 3.1674263, -1.6919802
12364, -0.0559082, -0.0314941, 0.9060059, -1.7295849, 3.1706821, -1.6937774
9836, -0.0495605, -0.0302734, 0.9108887, -1.7315864, 3.1687009, -1.6961208
9800, -0.0476074, -0.0219727, 0.9216309, -1.7189792, 3.1640660, -1.6968926
9824, -0.0541992, -0.0231934, 0.9033204, -1.7122980, 3.1670024, -1.6970376
9824, -0.0498047, -0.0263672, 0.8989258, -1.7098324, 3.1665556, -1.6997940
9812, -0.0478516, -0.0302734, 0.9050293, -1.7092778, 3.1626243, -1.7019398
9820, -0.0495605, -0.0263672, 0.8994141, -1.7060624, 3.1614000, -1.7030467
12360, -0.0454102, -0.0292969, 0.9191895, -1.7088183, 3.1559562, -1.7080032
9840, -0.0546875, -0.0263672, 0.8933106, -1.7067703, 3.1621329, -1.7117072
9820, -0.0439453, -0.0246582, 0.9030762, -1.7017389, 3.1525249, -1.7143255
9832, -0.0446777, -0.0288086, 0.9025879, -1.7004708, 3.1455454, -1.7176308
9792, -0.0529785, -0.0305176, 0.9069825, -1.7002759, 3.1482951, -1.7214560
9804, -0.0517578, -0.0258789, 0.9062500, -1.6939332, 3.1476142, -1.7240743
9812, -0.0529785, -0.0244141, 0.9018555, -1.6828646, 3.1467590, -1.7282820
12360, -0.0473633, -0.0249023, 0.9038086, -1.6762581, 3.1430227, -1.7343380
9852, -0.0505371, -0.0295410, 0.9060059, -1.6742878, 3.1411285, -1.7405288
9792, -0.0473633, -0.0207520, 0.9042969, -1.6625014, 3.1353790, -1.7453455
9816, -0.0463867, -0.0241699, 0.9116211, -1.6528247, 3.1286878, -1.7510647
9828, -0.0456543, -0.0307617, 0.9008790, -1.6541160, 3.1200027, -1.7562937
9804, -0.0510254, -0.0292969, 0.9091797, -1.6532341, 3.1166296, -1.7607296
19700, -0.0539551, -0.0295410, 0.9130860, -1.6448721, 3.1193697, -1.7754030
9872, -0.0495605, -0.0356445, 0.9104004, -1.6480121, 3.1138925, -1.7838083
9832, -0.0493164, -0.0275879, 0.9145508, -1.6428064, 3.1105339, -1.7954952
9844, -0.0529785, -0.0256348, 0.9108887, -1.6307852, 3.1139018, -1.8164196
9844, -0.0556641, -0.0227051, 0.9064942, -1.6173670, 3.1169726, -1.8457411
9856, -0.0634766, -0.0341797, 0.9118653, -1.6144697, 3.1290497, -1.8814739
9864, -0.0605469, -0.0393066, 0.9187012, -1.6135807, 3.1312406, -1.9347647
12380, -0.0073242, 0.0158691, 0.9226075, -1.5212886, 3.0674159, -2.0782251
9832, -0.0478516, 0.1745605, 0.9060059, -1.1966125, 3.0374052, -2.5066304
9772, -0.0898438, -0.0825195, 0.9016114, -1.2346580, 3.0705463, -2.6272792
9812, -0.4003906, -0.2351074, 0.8386231, -1.3671898, 3.4303364, -3.1195015
9828, 0.3010254, -0.0568848, 1.0708007, -1.2708051, 3.0950591, -3.9263488
9764, 0.0578613, -0.0932617, 0.9047852, -1.3443315, 2.9782449, -4.3182659
9788, -0.1020508, -0.0537109, 0.9682618, -1.3372886, 3.0139532, -4.6892666
12372, -0.0756836, -0.2092285, 0.9150391, -1.5198853, 3.0512576, -4.9479637
9868, -0.1079102, -0.2814941, 0.9521485, -1.7585798, 3.0973224, -5.1896514
9836, -0.3305664, -0.0732422, 0.8742676, -1.7284388, 3.4181628, -5.5963773
9828, -0.2299805, 0.2985840, 0.6604004, -1.2766582, 3.6586418, -6.1817293
9780, -0.1145020, 0.0463867, 0.6088867, -1.0828279, 3.8020329, -6.6197528
9764, 0.2175293, 0.4133301, 0.8261719, -0.6735953, 3.5386977, -6.8121266
9772, 0.5798340, 0.0783691, 1.1000976, -0.5830064, 2.9760520, -7.3533563
12260, -0.3967285, -0.0075684, 1.1638183, -0.5583495, 3.2301511, -8.0684661
9860, -0.2436523, -0.3054199, 0.9028321, -0.7924147, 3.3698060, -8.2792520
9828, -0.0742188, -0.0373535, 0.9353028, -0.7425832, 3.3858659, -8.6809396
17376, 0.1003418, 0.0576172, 0.9357911, -0.5925025, 3.2662558, -9.3617324
12044, 0.0385742, 0.0112305, 0.9538575, -0.5668313, 3.1651711, -9.5445375
9872, 0.0480957, 0.0939941, 1.0112304, -0.3889909, 2.9909669, -9.7547740
12288, 0.1530762, -0.0698242, 0.8356934, -0.3845453, 2.7012748, -10.1512422
9888, -0.1770020, -0.1328125, 0.8745118, -0.4582229, 2.9082055, -10.6589307
9908, -0.1562500, 0.1933594, 1.1171875, -0.2836536, 3.0318803, -11.0551223
9832, -0.1000977, -0.2756348, 0.8129883, -0.5686345, 3.1550202, -11.4486570
9848, 0.0170898, 0.0944824, 0.8876954, -0.4596673, 3.0955488, -11.5805740
9776, -0.1318359, -0.1157227, 0.8664551, -0.5137221, 3.1559045, -11.8449478
9884, -0.0900879, 0.0703125, 0.8955079, -0.3725530, 3.2004876, -12.3284673
12336, -0.1193848, -0.0163574, 0.9055176, -0.3445376, 3.3570399, -12.9420347
9920, -0.2358398, 0.2714844, 1.1979980, -0.0728858, 3.4389650, -13.3936462
9836, 0.4160156, 0.1228027, 1.0427246, 0.0715916, 2.9277021, -13.4727993
9760, -0.2692871, -0.1264648, 0.8557129, 0.0451776, 3.0657489, -13.5096015
9824, -0.2961426, -0.3491211, 0.7897949, -0.2416413, 3.3435955, -13.9743432
9888, -0.0649414, -0.1401367, 0.9025879, -0.3578201, 3.4117603, -14.5507631
9844, 0.0380859, -0.1242676, 0.7800293, -0.4036487, 3.3205032, -15.2736721
12376, -0.1882324, 0.2358398, 1.1235351, -0.0156294, 3.3256986, -15.9312248
9900, -0.0129395, 0.1025391, 1.0068359, 0.0680091, 3.3035964, -16.5161190
9780, 0.0412598, -0.0434570, 0.8684082, 0.1037014, 3.2339851, -17.1110877
9772, -0.5739746, 0.0075684, 0.8613282, 0.1541102, 3.8416309, -17.6888065
9768, -0.1845703, -0.1330566, 0.8217774, 0.0535650, 4.1370406, -18.3520202
9824, 0.0466309, 0.1008301, 0.9787598, 0.2247205, 4.0364804, -18.7972202
9720, -0.0029297, 0.0832520, 0.7343750, 0.5519158, 3.8201515, -19.4044189
12316, -0.1552734, 0.0485840, 0.9360352, 0.7545945, 3.8598742, -20.1022605
9820, -0.3500977, -0.1154785, 0.9089356, 0.7170472, 4.1721358, -20.6937503
9812, -0.3994141, -0.2121582, 0.7441406, 0.5188110, 4.5402498, -21.0187206
9828, 0.3593750, 0.3222656, 0.9499512, 0.8366094, 4.1566572, -21.5287742
9760, 0.3901367, -0.0632324, 0.9494629, 0.7099287, 3.7704186, -22.1063404
9784, -0.4375000, -0.3688965, 0.7961426, 0.4108904, 4.2183561, -22.6431884
19700, -0.5544434, -0.0769043, 1.0151367, 0.2667927, 4.9187626, -23.9479389
9892, 0.0202637, -0.1794434, 0.6726074, 0.0067989, 4.9665112, -24.5233974
9816, 0.1242676, 0.0510254, 0.9711915, 0.0881870, 4.7546653, -25.0264587
9760, -0.2290039, -0.1855469, 0.8505860, -0.1082593, 4.9585819, -25.6269245
9884, -0.1975098, 0.0883789, 1.0131835, -0.0333058, 5.1314630, -26.2403678
9836, 0.0024414, 0.3103027, 1.0300292, 0.3859955, 5.0124068, -26.7920551
9756, 1.1169433, -0.8171387, 0.8835450, -0.0711590, 4.3330383, -27.0911922
12404, -0.0708008, 0.7734375, 1.1567382, 0.6475568, 4.1719832, -27.8783473
9832, -0.5920410, 0.7268066, 1.0761718, 1.3836407, 4.2897047, -28.6607990
9764, 0.4143066, 0.0695801, 1.0166015, 1.4310894, 3.8577761, -29.4055385
9748, -0.0136719, 0.0534668, 0.8225098, 1.5563426, 3.7836182, -29.9336395
9796, -0.2453613, 0.2419434, 0.9790040, 1.9699715, 3.8492471, -30.5774650
9804, 0.1813965, -0.3881836, 1.2683105, 1.6619462, 3.7042062, -31.2263278
9820, -0.0957031, -0.1789551, 0.9060059, 1.4412613, 3.7854104, -31.5816631
12380, -0.1513672, -0.1943359, 0.7412109, 1.2264548, 4.0165905, -32.2694282
9892, -0.2360840, 0.0244141, 0.8229981, 1.3054132, 4.2029714, -32.6838493
9808, 0.0661621, 0.1186523, 0.7854004, 1.5298499, 3.9860723, -33.3119506
9756, 0.1354980, 0.2023926, 1.0053710, 1.7266237, 3.7728741, -33.8034553
9756, -0.1958008, -0.2429199, 0.8295899, 1.5541136, 3.9603729, -34.4242286
9844, -0.1418457, 0.4348145, 1.2104492, 1.9423257, 3.8810813, -35.0082054
17356, 0.0014648, -0.2553711, 0.7014160, 1.7835142, 3.8705089, -36.4554252
14660, -0.1518555, -0.1669922, 1.3525390, 1.8189805, 3.8403146, -37.8154678
9944, -0.6633301, 1.4138183, 0.5754395, 2.7138633, 4.0318136, -38.4285736
9844, 0.4938965, 0.2724609, 1.3520507, 2.8907079, 3.4786815, -38.9291915
9784, 0.1230469, 0.0927734, 1.2202148, 2.8992533, 3.3408579, -39.5372924
9792, 0.3059082, 0.4086914, 1.0383300, 3.1528782, 3.0952935, -39.9703979
9760, 0.2685547, -0.8352051, 0.9711915, 2.5567011, 2.9330148, -40.4639930
9792, 0.2465820, 0.6093750, 0.8137207, 3.1391201, 2.6927895, -40.8127021
12308, -0.5661621, -0.0563965, 0.6745605, 3.1760699, 3.4356896, -41.4125289
9868, 0.1599121, 0.0754395, 1.2089843, 3.1357467, 3.3305952, -41.9351310
9760, -0.2028809, -0.4389648, 0.7932129, 2.7481167, 3.4882166, -42.4891548
9848, 0.0849609, -0.4714355, 0.7043457, 2.2080481, 3.4853374, -43.3412246
9780, 0.2473145, -0.7009277, 0.6389160, 1.6544737, 3.2047472, -44.2948226
9796, -0.2592773, 0.6081543, 1.1347656, 2.1833131, 3.3318951, -45.1780662
12380, -0.2863770, 0.2934570, 1.0424804, 2.6272091, 3.4340760, -46.5585327
9836, 0.5205078, 0.4978027, 0.8200684, 2.9754161, 2.9852914, -47.3554115
9744, 0.5874023, -0.1437988, 1.4035644, 2.7572588, 2.5163671, -47.8175125
9808, -0.1350098, -0.3771973, 0.7014160, 2.3100111, 2.6753201, -48.1804046
9824, 0.0334473, 0.4177246, 0.8950196, 2.7420530, 2.5747449, -48.4043807
9740, 0.2392578, 0.3503418, 0.9772950, 2.9660194, 2.3282933, -48.6915626
9776, -0.0742188, -0.0505371, 0.8845215, 2.8534929, 2.4087834, -48.7686576
12400, -0.0617676, 0.1374512, 0.9938965, 2.9376797, 2.4375631, -48.9848518
9836, -0.1013184, 0.0551758, 0.8820801, 3.0408320, 2.4862866, -49.4297752
9780, -0.0029297, -0.0673828, 1.0058593, 2.8949678, 2.4892883, -49.7319221
9824, -0.0371094, 0.6440430, 0.7653809, 3.8977279, 2.3910436, -50.2890281
9772, 0.3916016, -0.8652344, 0.9282227, 3.3541672, 2.1743741, -50.7924842
9816, -0.0261230, -0.0488281, 0.9953614, 3.2053272, 2.2031631, -51.3492851
9848, 0.5446777, -0.7106934, 1.0029296, 2.7117896, 1.8506765, -51.4017829
12336, -0.1220703, -0.0620117, 0.9362793, 2.6084589, 1.9786709, -51.5224647
9844, 0.0085449, 0.0495605, 0.9235840, 2.6190142, 1.9505070, -51.6354484
9736, -0.3190918, 0.2314453, 0.8471680, 2.8660470, 2.2569212, -51.9517631
9808, -0.6467285, 0.5800781, 0.6472168, 3.4252941, 2.7319109, -52.7116165
9792, -0.0632324, -0.0925293, 0.7148437, 3.4144339, 2.8070774, -53.4104194
9820, 0.2321777, 0.5302734, 1.0227050, 3.8016524, 2.5875418, -53.7882881
9752, 0.0566406, -0.2207031, 0.8881836, 3.5319902, 2.5182313, -54.1249389
19684, -0.4379883, 0.4191895, 0.8525391, 3.9930612, 2.7147638, -54.7967720
9868, 0.2468262, -0.4853516, 0.9145508, 3.5610349, 2.4956190, -55.2896804
9820, -0.2736816, 0.4665527, 0.9033204, 3.8772155, 2.6720070, -55.3054885
9816, -0.0295410, 0.0285645, 0.9904786, 3.8385446, 2.6579864, -55.3180160
9808, -0.0915527, -0.0175781, 0.9162598, 3.7449388, 2.7228066, -55.3397331
9872, -0.1345215, -0.0236816, 0.9248047, 3.6415293, 2.8471603, -55.4057426
9876, -0.3273926, -0.2338867, 0.8083497, 3.3997666, 3.1648035, -55.7075843
12396, -0.2453613, 0.0136719, 0.8361817, 3.3908534, 3.4459407, -55.9019775
9844, 0.2946777, -0.4638672, 1.1093750, 3.1287245, 3.2241604, -56.4749603
9796, 0.4572754, -0.0219727, 0.8430176, 3.0187094, 2.6964740, -56.5460090
9788, -0.1726074, 0.0476074, 0.9301758, 3.0408177, 2.8276214, -56.6716041
9772, -0.2343750, -0.0424805, 0.7873535, 3.0129625, 3.0825293, -57.1695671
9836, -0.2199707, 0.1176758, 0.9587403, 3.0554151, 3.3053610, -57.6054534
12344, 0.0449219, 0.1323242, 0.8747559, 3.1277925, 3.2324237, -57.5961380
9816, -0.0092773, 0.0290527, 0.9838868, 3.1017637, 3.1763186, -57.6127700
17348, -0.0749512, -0.0312500, 0.9128418, 3.0076577, 3.2146415, -57.6340675
12132, -0.0815430, -0.0148926, 0.9211426, 2.9296588, 3.2695851, -57.6619262
9944, -0.1315918, 0.0173340, 0.9003907, 2.9094676, 3.3924922, -57.7450637
9808, -0.0349121, -0.0725098, 1.0361328, 2.8207316, 3.3108270, -58.2188415
9884, 0.3637695, -0.6303711, 0.9147950, 2.2574362, 3.0002322, -58.5393066
12356, 0.0700684, 0.0715332, 0.9157715, 2.3982388, 2.9032972, -58.7586135
9776, -0.0815430, -0.0642090, 0.9206543, 2.3375878, 2.9361906, -59.1521034
9808, 0.0175781, 0.0100098, 0.8708497, 2.3114748, 2.8945288, -59.2957000
9744, 0.0842285, -0.0693359, 0.8891602, 2.2031171, 2.7793641, -59.2940292
9780, -0.0734863, 0.0131836, 0.9208985, 2.1791472, 2.8057322, -59.3018684
9788, -0.1105957, -0.0290527, 0.9008790, 2.1046984, 2.8924231, -59.3258934
9808, -0.0778809, -0.0136719, 0.9057618, 2.0455191, 2.9492513, -59.3606643
12388, -0.3859863, 0.2534180, 0.8576661, 2.3262350, 3.2578775, -59.9126739
9844, -0.3676758, 0.2094727, 0.8100586, 2.5443518, 3.6339781, -60.2941169
9808, -0.0693359, 0.1757812, 0.9719239, 2.7070603, 3.6741394, -60.7561264
9796, 0.4045410, -0.3256836, 0.9746094, 2.4429826, 3.3039708, -61.0259971
9784, 0.1123047, -0.1303711, 0.9350586, 2.2973086, 3.1137330, -61.2023429
9792, -0.0930176, -0.0429687, 0.9008790, 2.2223732, 3.1646332, -61.2966117
9824, -0.1296387, -0.0261230, 0.8894043, 2.2207076, 3.2426998, -61.6471099
12392, -0.0268555, -0.0881348, 0.9150391, 2.0809407, 3.2156083, -61.6833953
9852, -0.0820313, -0.0319824, 0.9162598, 2.0124065, 3.2499582, -61.6954650
9820, -0.0769043, -0.0119629, 0.9089356, 1.9596533, 3.2879073, -61.7055015
9812, -0.1208496, 0.0205078, 0.9084473, 1.9431980, 3.3894686, -61.7702445
9784, -0.0935059, 0.0017090, 0.9294434, 1.9184263, 3.4368915, -62.0311698
9788, -0.2875977, 0.0524902, 0.8540040, 1.9641880, 3.7273082, -62.2476654
9776, -0.0578613, -0.0451660, 0.9760743, 1.8792402, 3.7195713, -62.5065422
12380, -0.1591797, 0.0190430, 0.8791504, 1.9467654, 3.7832462, -62.8755302
9848, -0.3366699, 0.1315918, 0.8950196, 1.9976861, 4.0923328, -62.8930969
9792, -0.0346680, -0.0251465, 0.9350586, 1.9240428, 4.0619416, -62.9048614
9816, -0.0644531, -0.0017090, 0.9147950, 1.8887320, 4.0574545, -62.9117393
9796, -0.0979004, -0.0283203, 0.8955079, 1.8240425, 4.0898842, -62.9166336
9808, -0.1010742, -0.0151367, 0.9028321, 1.7746829, 4.1312856, -62.9276351
12392, -0.0900879, -0.0180664, 0.9121094, 1.7257865, 4.1561565, -62.9679489
9864, -0.0844727, -0.0168457, 0.9096680, 1.6763519, 4.1772894, -63.0082168
9832, -0.0986328, 0.0029297, 0.8994141, 1.6519329, 4.2229199, -63.0763168
9784, -0.2583008, 0.0954590, 0.8647461, 1.7704339, 4.4341306, -63.3183097
9780, -0.0288086, -0.0576172, 0.8835450, 1.7617105, 4.3470745, -63.6789283
9816, -0.1333008, -0.0930176, 0.8498536, 1.6234165, 4.4091572, -63.6981735
9828, -0.0837402, -0.0158691, 0.9123536, 1.5805567, 4.4167366, -63.7405014
19720, -0.0786133, -0.0214844, 0.9038086, 1.5497417, 4.4095187, -63.7429618
9888, -0.0883789, -0.0173340, 0.9030762, 1.5071519, 4.4252648, -63.7487716
9852, -0.0930176, -0.0161133, 0.9094239, 1.4656817, 4.4442844, -63.7532081
9868, -0.0864258, -0.0134277, 0.8991700, 1.4233686, 4.4625892, -63.7588500
9848, -0.0876465, -0.0139160, 0.8989258, 1.3771576, 4.4919972, -63.7675933
9864, -0.0935059, -0.0119629, 0.9040528, 1.3312131, 4.5275483, -63.7781829
9860, -0.1059570, -0.0190430, 0.9038086, 1.2781862, 4.5751967, -63.7972908
12424, -0.0971680, -0.0183105, 0.9018555, 1.2331289, 4.6041641, -63.8271636
9884, -0.1220703, -0.0349121, 0.8930665, 1.1750615, 4.6574339, -63.8668060
9828, -0.1413574, -0.0351562, 0.8591309, 1.1385641, 4.7282438, -63.9536514
9848, -0.1970215, -0.0925293, 0.8476563, 1.0671298, 4.8642611, -64.0791091
17396, -0.4311523, 0.2946777, 0.7900391, 1.5178577, 5.0937304, -64.6196746
12120, -0.1250000, -0.0878906, 0.9733887, 1.4467034, 5.1298875, -64.8834991
12456, -0.0395508, 0.0131836, 1.0244140, 1.4212656, 5.1004838, -65.0485763
9848, -0.2119141, 0.1311035, 0.9951172, 1.5749304, 5.1602091, -65.2398834
9856, -0.2731934, 0.3281250, 0.9230957, 1.9326942, 5.2220234, -65.3743972
9856, -0.3059082, -0.2270508, 0.7907715, 1.7322759, 5.4342694, -65.5625000
9796, -0.2019043, -0.0832520, 0.7976074, 1.6489940, 5.5997176, -65.7252578
9812, -0.1862793, 0.0190430, 0.8276368, 1.6553614, 5.7620754, -65.9460754
9804, 0.0285645, 0.1025391, 0.9833985, 1.7281553, 5.6264996, -66.1442489
12324, -0.1630859, -0.3046875, 0.7465820, 1.4481811, 5.6488075, -66.4201354
9860, -0.1274414, 0.0747070, 0.9650879, 1.5579669, 5.6374082, -66.6151199
9780, -0.0068359, 0.1328125, 0.9218750, 1.7201592, 5.4681267, -66.8195571
9804, -0.2167969, -0.0942383, 0.8713379, 1.6379830, 5.6038432, -67.0016250
9820, -0.0041504, -0.0913086, 0.9194336, 1.5133067, 5.5827274, -67.1964416
9824, 0.1550293, 0.0893555, 1.0297851, 1.5543961, 5.3476767, -67.2651519
9772, -0.1147461, 0.0432129, 0.9453125, 1.6037123, 5.3711943, -67.3878631
12364, -0.0466309, -0.1281738, 0.7666016, 1.4080147, 5.3851089, -67.5635681
9864, 0.0222168, 0.1013184, 0.9016114, 1.4965358, 5.3269939, -67.6781082
9768, -0.0224609, -0.0859375, 0.9067383, 1.3866975, 5.2535829, -67.8199157
9820, 0.0815430, 0.1735840, 1.1252441, 1.5071016, 5.0885810, -67.8883514
9752, -0.2851562, -0.1601562, 0.8425293, 1.3738549, 5.3301267, -68.0779800
9840, 0.1840820, 0.1958008, 0.7407227, 1.6525496, 4.9394030, -68.1625671
9756, -0.3342285, -0.2036133, 0.8632813, 1.4509502, 5.1873807, -68.3656311
12392, 0.0102539, 0.0905762, 0.8937989, 1.5324782, 5.1166734, -68.5360260
9800, 0.2336426, 0.1123047, 0.9902344, 1.6154914, 4.7526259, -68.6289215
9776, -0.1608887, -0.1191406, 0.8459473, 1.4787920, 4.8547224, -68.7820587
9824, 0.1584473, 0.1550293, 0.9521485, 1.6230199, 4.5429010, -68.8345870
9768, -0.2209473, -0.1379395, 0.8645020, 1.5013784, 4.6590981, -69.0041503
9824, -0.1130371, -0.0764160, 0.8417969, 1.4006931, 4.7174258, -69.1250762
9816, 0.0856934, 0.1428223, 0.9289551, 1.5324401, 4.5039796, -69.1428070
12300, 0.1499023, 0.1396484, 0.9956055, 1.6566348, 4.1931486, -69.1749725
9808, -0.1276855, -0.0283203, 0.9477540, 1.5751381, 4.2614107, -69.2537612
9848, -0.0688477, -0.0175781, 0.9179688, 1.5076582, 4.2900524, -69.3388214
9832, -0.0637207, -0.1284180, 0.8459473, 1.3641153, 4.2892518, -69.4326782
9844, -0.1394043, -0.1005859, 0.8535157, 1.2335510, 4.3408379, -69.4410858
9828, -0.0598145, -0.0166016, 0.9282227, 1.1929121, 4.3199396, -69.4574432
12404, -0.0849609, -0.0214844, 0.9055176, 1.1575584, 4.3322591, -69.4788894
9840, -0.0603027, -0.0085449, 0.9074707, 1.1313805, 4.3177270, -69.4859237
9812, -0.0739746, -0.0183105, 0.9135743, 1.0880669, 4.3207488, -69.4879455
9824, -0.0751953, -0.0161133, 0.9074707, 1.0431264, 4.3350343, -69.4982604
9820, -0.0876465, -0.0229492, 0.9094239, 0.9917631, 4.3632950, -69.5136871
9824, -0.0939941, -0.0239258, 0.9187012, 0.9412769, 4.3963150, -69.5332031
9828, -0.0925293, -0.0053711, 0.9113770, 0.9094728, 4.4342746, -69.5531997
19720, -0.1000977, -0.0048828, 0.9091797, 0.8844299, 4.4749870, -69.5648193
9856, -0.0900879, -0.0034180, 0.8977051, 0.8646305, 4.4994449, -69.5643692
9828, -0.0925293, -0.0102539, 0.8940430, 0.8377313, 4.5260782, -69.5634613
9860, -0.0927734, -0.0148926, 0.9018555, 0.8046811, 4.5490417, -69.5629196
9848, -0.0981445, -0.0207520, 0.9047852, 0.7671834, 4.5797967, -69.5624694
9852, -0.0988770, -0.0239258, 0.9006348, 0.7236597, 4.6139903, -69.5648117
9848, -0.0935059, -0.0224609, 0.9011231, 0.6823250, 4.6395020, -69.5652770
19936, -0.0903320, -0.0163574, 0.8981934, 0.6498361, 4.6629734, -69.5686492
12152, -0.0944824, -0.0202637, 0.9082032, 0.6116094, 4.6879830, -69.5698318
9920, -0.0869141, -0.0239258, 0.9008790, 0.5728826, 4.7051191, -69.5704498
9824, -0.0991211, -0.0209961, 0.8952637, 0.5341706, 4.7398514, -69.5726394
9868, -0.1057129, -0.0288086, 0.8969727, 0.4892788, 4.7791781, -69.5727844
9856, -0.0998535, -0.0256348, 0.8969727, 0.4497905, 4.8073611, -69.5727920
9844, -0.0979004, -0.0214844, 0.9003907, 0.4151127, 4.8296923, -69.5719757
12360, -0.0947266, -0.0141602, 0.9052735, 0.3935284, 4.8411393, -69.5694198
9884, -0.0886231, -0.0209961, 0.8903809, 0.3631587, 4.8500790, -69.5670928
9812, -0.0930176, -0.0251465, 0.8959961, 0.3298171, 4.8618946, -69.5648117
9848, -0.0930176, -0.0207520, 0.8979493, 0.3007616, 4.8779296, -69.5627593
9816, -0.0895996, -0.0227051, 0.9050293, 0.2679986, 4.8935813, -69.5632705
9816, -0.0925293, -0.0117188, 0.9047852, 0.2449183, 4.9180798, -69.5665740
12384, -0.0947266, -0.0224609, 0.9038086, 0.2100098, 4.9475440, -69.5704345
9836, -0.0927734, -0.0283203, 0.8972168, 0.1701282, 4.9679903, -69.5720901
9808, -0.0974121, -0.0283203, 0.8933106, 0.1342072, 4.9905362, -69.5707550
9808, -0.0954590, -0.0288086, 0.9023438, 0.1007894, 5.0067834, -69.5687026
9792, -0.0983887, -0.0190430, 0.9042969, 0.0802138, 5.0238819, -69.5680999
