deltaT, accX, accY, accZ, thetaX, thetaY, thetaZ
9796, -0.0915527, -0.0190430, 0.9108887, 0.0585125, 5.0356574, -69.5683822
9832, -0.0981445, -0.0148926, 0.9077149, 0.0394875, 5.0557818, -69.5672912
12372, -0.1015625, -0.0278320, 0.8950196, 0.0089195, 5.0764808, -69.5655136
9836, -0.0910645, -0.0192871, 0.8974610, -0.0137048, 5.0857901, -69.5641479
9848, -0.0954590, -0.0190430, 0.9052735, -0.0341036, 5.1009922, -69.5634689
9844, -0.0900879, -0.0187988, 0.9025879, -0.0539896, 5.1091108, -69.5629272
9840, -0.0979004, -0.0219727, 0.9094239, -0.0778369, 5.1278429, -69.5625991
9860, -0.0939941, -0.0107422, 0.9111329, -0.0903588, 5.1474447, -69.5630187
9864, -0.0947266, -0.0168457, 0.9050293, -0.1091460, 5.1668448, -69.5651626
12428, -0.0974121, -0.0234375, 0.8986817, -0.1342094, 5.1895918, -69.5659027
9904, -0.0979004, -0.0234375, 0.9038086, -0.1604068, 5.2080707, -69.5687637
9828, -0.1032715, -0.0239258, 0.8999024, -0.1850094, 5.2320842, -69.5680847
9856, -0.1005859, -0.0180664, 0.9082032, -0.2008727, 5.2490768, -69.5670242
9840, -0.0881348, -0.0158691, 0.9084473, -0.2149132, 5.2516174, -69.5655212
9884, -0.1010742, -0.0187988, 0.9125977, -0.2309073, 5.2690334, -69.5636978
12416, -0.0961914, -0.0190430, 0.9008790, -0.2464859, 5.2799005, -69.5638885
9888, -0.0944824, -0.0212402, 0.8981934, -0.2673593, 5.2948646, -69.5637435
9876, -0.0925293, -0.0178223, 0.9064942, -0.2835909, 5.3059182, -69.5645141
9868, -0.0944824, -0.0134277, 0.9057618, -0.2942900, 5.3206915, -69.5649795
9856, -0.0974121, -0.0197754, 0.9042969, -0.3130594, 5.3385972, -69.5646820
9868, -0.1025391, -0.0224609, 0.9064942, -0.3338649, 5.3605642, -69.5651016
9860, -0.0964356, -0.0195312, 0.9035645, -0.3499170, 5.3716249, -69.5651092
12436, -0.0991211, -0.0200195, 0.9020997, -0.3638069, 5.3796062, -69.5633316
9896, -0.0952149, -0.0153809, 0.9047852, -0.3723003, 5.3853063, -69.5607452
9856, -0.0949707, -0.0180664, 0.9157715, -0.3828820, 5.3876810, -69.5577011
9868, -0.0915527, -0.0161133, 0.9121094, -0.3915471, 5.3857879, -69.5555114
9896, -0.0979004, -0.0161133, 0.9045411, -0.4008783, 5.3919153, -69.5529251
9876, -0.0905762, -0.0183105, 0.9094239, -0.4121361, 5.3920860, -69.5524749
9860, -0.0812988, -0.0224609, 0.9040528, -0.4296876, 5.3866257, -69.5517959
19740, -0.0842285, -0.0246582, 0.9069825, -0.4548843, 5.4056677, -69.5567398
9920, -0.0895996, -0.0363770, 0.8991700, -0.4899619, 5.4127292, -69.5567474
9884, -0.0822754, -0.0285645, 0.8898926, -0.5133149, 5.4066290, -69.5572128
17452, -0.0937500, -0.0129395, 0.8974610, -0.5161263, 5.4141783, -69.5561904
12216, -0.0886231, -0.0229492, 0.9079590, -0.5309438, 5.4106731, -69.5558013
9980, -0.0927734, -0.0146484, 0.9062500, -0.5382850, 5.4148888, -69.5538864
12444, -0.0817871, -0.0219727, 0.8969727, -0.5513742, 5.4062476, -69.5520629
9940, -0.0839844, -0.0222168, 0.9084473, -0.5658076, 5.3998394, -69.5511093
9892, -0.0849609, -0.0166016, 0.9040528, -0.5713562, 5.3922739, -69.5477600
9856, -0.0910645, -0.0156250, 0.8974610, -0.5770838, 5.3915300, -69.5447158
9860, -0.0966797, -0.0134277, 0.9140625, -0.5824625, 5.4000926, -69.5418395
9872, -0.0922852, -0.0026855, 0.9099122, -0.5741243, 5.4092988, -69.5406265
9860, -0.0993652, -0.0114746, 0.9067383, -0.5796972, 5.4243025, -69.5392608
12412, -0.0820313, -0.0292969, 0.9082032, -0.6004893, 5.4162793, -69.5367050
9872, -0.0883789, -0.0244141, 0.9023438, -0.6171979, 5.4149513, -69.5324554
9876, -0.0905762, -0.0129395, 0.9111329, -0.6188485, 5.4130058, -69.5254440
9876, -0.0966797, -0.0119629, 0.9050293, -0.6190499, 5.4163651, -69.5173645
9872, -0.0935059, -0.0095215, 0.9067383, -0.6157226, 5.4122343, -69.5079040
9856, -0.0944824, -0.0034180, 0.8994141, -0.6087863, 5.4135270, -69.4929504
9840, -0.0878906, -0.0114746, 0.9025879, -0.6096978, 5.4031867, -69.4724884
12412, -0.0854492, -0.0122070, 0.9055176, -0.6111893, 5.3892149, -69.4362258
9908, -0.0773926, -0.0063477, 0.9052735, -0.6066080, 5.3646421, -69.3798980
9844, -0.1022949, -0.0207520, 0.9050293, -0.6160757, 5.3646802, -69.3012771
9844, -0.1020508, -0.0185547, 0.9118653, -0.6237266, 5.3724074, -69.2449493
9872, -0.0983887, -0.0185547, 0.8945313, -0.6319372, 5.3777961, -69.2031860
9880, -0.0881348, -0.0139160, 0.8933106, -0.6415701, 5.3725757, -69.1526489
12420, -0.0876465, -0.0231934, 0.8937989, -0.6566410, 5.3622016, -69.0993423
9912, -0.0837402, -0.0163574, 0.9047852, -0.6654019, 5.3453068, -69.0425567
9852, -0.0852051, 0.0227051, 0.9052735, -0.6365499, 5.3367919, -68.9412994
9828, -0.0891113, 0.0229492, 0.8918457, -0.6464894, 5.3530988, -68.7077026
9820, -0.0195312, 0.0068359, 0.9172364, -0.6278378, 5.2419090, -68.5913314
9824, 0.0715332, 0.1147461, 0.8745118, -0.5244881, 5.0535321, -68.2921066
9792, -0.0080566, 0.0444336, 0.9182129, -0.4497262, 4.9357271, -68.2644958
12012, -0.0864258, 0.0087891, 0.8991700, -0.4151816, 4.9131751, -68.2416076
9872, -0.0859375, -0.0178223, 0.9018555, -0.4119318, 4.8967690, -68.2239074
9868, -0.0983887, -0.0388184, 0.9018555, -0.4237169, 4.8866791, -68.2112731
9868, -0.0803223, -0.0148926, 0.8940430, -0.4122351, 4.8602566, -68.2005615
9844, -0.0822754, -0.0141602, 0.9035645, -0.3980011, 4.8392610, -68.1903228
9852, -0.0913086, -0.0144043, 0.8925782, -0.3911433, 4.8381290, -68.1829071
9868, -0.0864258, -0.0029297, 0.9067383, -0.3776258, 4.8357062, -68.1771469
64244, -0.0839844, -0.0039063, 0.9052735, -0.2028190, 4.5864896, -67.9749374
9876, -0.0854492, -0.0139160, 0.8959961, -0.1928073, 4.5629329, -67.9320449
9848, -0.0720215, -0.0119629, 0.9094239, -0.1973443, 4.5457820, -67.8614273
9860, -0.0905762, -0.0043945, 0.8945313, -0.1625421, 4.5203437, -67.8325805
9852, -0.0773926, -0.0017090, 0.9145508, -0.1301069, 4.4836111, -67.8090896
9824, -0.0800781, -0.0175781, 0.9018555, -0.1163522, 4.4488086, -67.7808837
12364, -0.0922852, -0.0139160, 0.9003907, -0.0761552, 4.3963766, -67.7431564
9896, -0.0729980, -0.0031738, 0.9030762, -0.0362567, 4.3400335, -67.7071380
9812, -0.0200195, 0.0517578, 0.9519043, 0.0409727, 4.2540712, -67.6810379
9752, -0.0598145, 0.0161133, 0.9047852, 0.0664352, 4.2343468, -67.6486358
9796, -0.0688477, -0.0019531, 0.9082032, 0.0632727, 4.2339553, -67.6140136
9812, -0.0854492, -0.0085449, 0.9096680, 0.0498325, 4.2543387, -67.5581436
9812, -0.0812988, -0.1726074, 0.8986817, -0.1780968, 4.2627143, -67.4093399
27256, -0.0549316, 0.0129395, 0.9333497, -0.1028180, 4.1988654, -67.3211517
12160, -0.0700684, -0.0017090, 0.9055176, -0.1105983, 4.1988182, -67.2731628
9960, -0.0983887, -0.0229492, 0.9208985, -0.1411554, 4.2275066, -67.1774444
9920, -0.1721191, 0.0429687, 0.8005372, -0.1741631, 4.3335947, -66.5711898
9896, 0.0390625, 0.1298828, 0.9191895, -0.0593329, 4.2205085, -66.4373016
9828, -0.0610352, 0.2114258, 1.0275878, 0.1365930, 4.1788129, -66.1371536
9836, -0.1892090, -0.0761719, 0.9655762, 0.0631495, 4.2866468, -66.0349349
12300, 0.3859863, 0.2915039, 0.9147950, 0.2610993, 3.8601486, -65.5262603
9788, -0.2121582, -0.1193848, 0.9357911, 0.1801302, 3.9687986, -65.3416900
9828, 0.3159180, 0.2282715, 0.6838379, 0.3236656, 3.6158087, -64.7727050
9752, 0.2429199, 0.4692383, 0.6271973, 0.8976098, 3.2793581, -64.7566833
9760, 0.0595703, 0.1730957, 0.8691407, 1.0715715, 3.1445317, -64.7249374
9752, -0.0422363, 0.0146484, 0.9357911, 1.0478296, 3.1253271, -64.6633911
12328, 0.1940918, 0.1423340, 0.9550782, 1.1234494, 2.8373592, -64.2449569
9804, -0.7988281, -0.5842285, 1.1425781, 0.8432794, 3.2270748, -64.2603836
9832, 0.0134277, -0.0937500, 0.9628907, 0.7416102, 3.1197698, -64.1326065
9780, -0.7084961, -0.0834961, 1.0881347, 0.4640049, 3.8225231, -63.5517005
9812, 0.2634277, 0.4492187, 0.7770996, 0.8574305, 3.5401611, -63.4641799
9748, 0.4055176, 0.3017578, 0.9958497, 1.0444800, 3.0683288, -63.0008277
9732, 0.3635254, 0.2326660, 0.6694336, 1.1894500, 2.6523594, -62.2162551
12284, -0.0854492, -0.1689453, 1.1005859, 1.0321899, 2.6499710, -61.9987411
9868, 0.5056152, 0.5246582, 0.6811523, 1.4203739, 2.1728873, -61.5772247
9756, 0.2163086, 0.0068359, 0.9719239, 1.4480307, 1.8246404, -61.2308349
9748, -0.6286621, -0.8151856, 0.8703614, 0.9967578, 2.1125993, -61.2340011
9828, 0.1674805, -0.0219727, 1.0974121, 0.9076094, 1.9295383, -60.7741928
9808, -0.2880859, 0.1955566, 0.6823730, 1.0423678, 2.2581231, -60.4819412
9804, 0.3496094, 0.2487793, 0.9643555, 1.1041891, 1.9227809, -59.4648513
12276, 0.1621094, 0.0344238, 0.8894043, 1.0983113, 1.6889533, -59.1107254
9800, 0.1135254, 0.0722656, 0.8510743, 1.1243894, 1.3830988, -58.4907341
9744, -0.7412109, -0.3464355, 0.7414551, 0.6863173, 2.0748302, -57.8655509
9812, -0.0161133, 0.2260742, 0.8540040, 0.9170750, 2.0622110, -57.7673149
9780, 0.7604980, 0.2092285, 0.7849121, 1.0109782, 1.3098945, -57.1153373
9740, 0.1433105, 0.5354004, 1.0339355, 1.3668178, 1.2054512, -56.5683212
9756, -1.1054687, -1.3835449, 0.7829590, 0.5026681, 1.7671835, -56.1955490
12396, 0.2687988, -0.0480957, 0.9875489, 0.4640996, 1.4202848, -55.8842926
9816, 0.1804199, -0.0327148, 1.1279296, 0.3409467, 1.1881580, -55.1569709
9800, -0.1899414, -0.7792969, 1.0502929, -0.4226837, 1.2430626, -54.0708732
9860, 0.1459961, 0.1726074, 0.6184082, -0.3318949, 1.0629941, -53.3890495
9796, 0.3176270, 0.3227539, 0.7246094, -0.1359308, 0.7451908, -52.6435012
9792, -0.7453613, -0.8918457, 0.2973633, -1.1466267, 1.4699506, -51.7954483
9868, 0.4482422, 0.5104980, 1.0192871, -0.9580122, 1.1418342, -51.0527076
12336, -0.2912598, -0.7812500, 0.5915527, -1.9039094, 1.2691942, -49.5169334
9900, -1.1000976, -0.9675293, 0.5529785, -2.4078090, 1.8804004, -49.2439193
9836, 0.1691895, -0.2419434, 0.7734375, -2.6672501, 1.6235930, -48.7399597
9852, 0.1018066, 1.0534667, 1.3452148, -2.2455358, 1.5357079, -47.3485183
9800, 0.1408691, -0.3295898, 0.4528809, -2.8789591, 1.4092791, -46.3172302
9832, 0.3276367, 0.7387695, 1.0986328, -2.5586853, 1.3098764, -45.1323547
12404, -0.5305176, 0.4511719, 1.3149414, -2.5045073, 1.6055934, -43.7823181
9888, -0.5356445, 0.5534668, 1.3847656, -2.2719614, 1.8180422, -42.9372863
9852, 0.8393555, -0.7280273, 0.2788086, -2.9017341, 1.0612835, -41.8571434
17456, -0.8862305, -0.2297363, 0.6616211, -3.4710421, 1.8455694, -40.1096611
12196, 0.6857910, 0.4025879, 0.9655762, -3.1505138, 1.3317816, -38.9461288
9896, -1.9819335, -0.0222168, 0.7292480, -3.5395498, 2.7014579, -38.3074645
9904, 0.9528809, -0.1320801, 1.2419433, -3.6259164, 2.1069896, -37.2440986
19772, 0.2207031, -1.5888671, -0.6662598, -5.8937177, 1.5258667, -35.2396888
9964, 1.6359863, -0.8793946, 0.2124023, -6.2536811, 0.4816933, -33.9766426
9864, -0.4411621, 0.5673828, 1.3454589, -5.9764199, 0.7083054, -32.8453979
9860, -0.5168457, 0.7165527, 1.6665039, -5.6014709, 0.8048969, -31.4899864
9852, -1.2778320, 0.8601075, 1.9890136, -5.3602795, 1.3324528, -30.5320091
9848, 0.6628418, -0.1496582, 1.3686523, -5.3357849, 0.9541851, -29.4572086
9864, -0.7514648, -0.7307129, 0.2592773, -6.0845503, 1.6028351, -28.1249580
12408, -1.0297851, 0.1704102, 0.7358398, -6.1428508, 2.6020610, -27.3743724
9856, 0.3977051, -0.3442383, 0.8896485, -6.2967314, 2.1519849, -26.6736164
9856, -0.7404785, 0.8264161, 1.4562988, -6.1158018, 2.4607839, -25.4527835
9844, -0.1975098, -0.5666504, 0.4013672, -7.0957779, 2.6513450, -24.2216320
9852, -0.2033691, 0.5903320, 1.7478027, -6.7427773, 2.6442136, -22.9430904
9824, 0.9797364, -1.1979980, -0.1193848, -7.6151781, 1.7697496, -21.4459991
12436, -0.0034180, -0.2028809, -0.0153809, -9.2414216, 1.5962581, -19.7770023
9924, 0.9831543, -0.4802246, 0.6296387, -9.3330221, 0.9155653, -18.2959575
9832, 0.2170410, 0.4558105, 1.3210449, -8.9532461, 0.6235179, -17.0219497
9788, -0.4333496, 0.0168457, 0.4035645, -8.6071262, 1.4767212, -15.7923393
9844, -1.0361328, 0.6667480, 1.9999389, -8.3966007, 1.8001527, -14.6964082
9824, -1.1193847, 1.0397949, 1.8076171, -8.1352062, 2.2069103, -14.1106147
9844, -0.0078125, 0.4973145, 1.9013671, -7.8067154, 2.1559572, -13.0880279
12392, 0.0014648, 0.2014160, 1.2656250, -7.7458238, 2.1496682, -11.7630920
9832, 0.6572266, -0.5783691, 0.2651367, -8.0950317, 1.1858611, -10.9120159
9832, -0.3254395, 0.3654785, 1.2353515, -7.7626380, 1.3477811, -9.7636585
9828, -1.0002441, 0.8115235, 1.9145507, -7.3679833, 1.7357006, -8.8612241
9800, -0.5192871, -0.9553223, 0.9328614, -7.9866051, 2.1509323, -8.6760101
9832, 0.0656738, -0.0966797, 0.9531250, -7.8593759, 1.9379472, -8.4459419
9792, -0.1115723, 0.0029297, 0.7270508, -7.7697696, 2.1150693, -8.1936750
12340, -0.1291504, -0.1579590, 0.9204102, -7.7734146, 2.1546058, -7.9033193
9872, -0.0012207, -0.0773926, 0.9645997, -7.7018852, 2.0928831, -7.6682133
9828, -0.2119141, -0.0864258, 0.7812500, -7.6940870, 2.3193125, -7.2561607
9824, -0.3193359, 0.1105957, 1.0051269, -7.5808253, 2.6252884, -6.7913284
9800, 0.2770996, 0.0190430, 0.8908692, -7.5487098, 2.2971544, -6.1926355
9748, 0.1179199, -0.2631836, 0.9216309, -7.6943473, 2.1184842, -5.7600936
9800, 0.1433105, -0.2019043, 0.9020997, -7.7442131, 1.9128556, -5.2756748
12368, 0.3737793, 0.0795898, 0.9538575, -7.6632008, 1.4757497, -4.4426469
9788, 0.1281738, -0.2119141, 0.3295898, -8.2451896, 1.1496018, -2.9138002
9800, 0.1420898, 0.9870606, 1.8488769, -7.7316398, 1.2294183, -1.3274718
9744, 0.9316407, -0.7145996, -0.2014160, -8.5993623, 0.1220515, 0.6612221
9780, -0.2722168, 1.9497070, 1.9999389, -7.8091177, 0.2579160, 2.4063901
9732, -1.5976562, 0.0500488, 0.3508301, -7.9524393, 1.5942038, 4.6547474
9764, -0.9458008, -0.4238281, 0.0913086, -8.4405565, 2.7426762, 6.2553658
12352, 0.4624023, 0.0773926, 1.0837402, -8.3745155, 2.3243708, 7.7922716
9756, 0.8144532, -0.8110352, 0.1791992, -8.9747962, 1.5577485, 8.7750110
9744, 0.9775391, 0.1481934, 1.2770996, -8.7562389, 0.9731875, 9.5249261
9720, -0.8383790, -0.3962402, 0.6115723, -9.0018024, 1.6370124, 10.2073602
9812, 0.3244629, 0.1391602, 1.0000000, -8.7452478, 1.3493926, 10.8105583
17340, -0.1599121, 0.1772461, 1.0837402, -8.5072154, 1.4454615, 11.6758565
14696, 0.2519531, 0.2141113, 0.8903809, -8.2223291, 1.2331612, 12.4372482
9888, -0.0351562, 0.2778320, 0.7517090, -7.7795677, 1.2439106, 13.0109043
9796, 0.4394531, -0.3010254, 0.6621094, -8.0047082, 0.7381643, 13.6806669
9804, 0.1418457, -0.4899902, 0.6154785, -8.6790208, 0.4712581, 14.4176979
9828, 0.6601562, 0.2172852, 1.4201660, -8.2583513, 0.1126820, 15.2949419
9776, 0.4440918, -0.8259278, -0.5986328, -10.3163499, -1.1586321, 16.2364597
9944, -0.6801758, -0.1501465, -0.0034180, -10.5641565, 0.4724449, 17.0301017
19764, 0.6494141, -0.6506348, 0.4504395, -10.9133634, 0.0275211, 19.0104961
9884, 0.6320801, -0.7307129, -0.0556641, -11.7947273, -0.7440084, 19.7398319
9912, -1.3161621, 0.3005371, 1.2749023, -11.6622495, 0.0162553, 20.3477630
9860, 0.7961426, -0.1621094, 1.3093261, -11.4383678, -0.4615687, 21.0204887
9888, 0.4965820, 0.3571777, 0.6350098, -10.9208269, -0.8922976, 21.8471984
9844, 0.1774902, 0.3347168, 0.5771484, -10.4266948, -1.0108822, 22.6326866
9856, 0.2712402, 0.6662598, 0.9526368, -9.8314580, -1.0974712, 23.4083271
12356, -0.1235352, 0.1745605, 1.0080566, -9.6218175, -0.9984668, 24.2533874
9880, 0.4577637, -0.1064453, 0.7553711, -9.6168403, -1.4915504, 25.0071201
9824, 0.3647461, -0.2116699, 0.7766113, -9.6025543, -1.7716394, 25.6758136
9860, -0.0717773, 0.3249512, 1.1835937, -9.2304859, -1.7026629, 26.1600189
9844, 0.0976563, -0.3623047, 0.8452149, -9.4093551, -1.7729763, 26.2363471
9836, -0.0695801, -0.0437012, 0.9558106, -9.2717132, -1.6598925, 26.2684001
9840, -0.0615234, -0.0710449, 0.9189454, -9.1697072, -1.5551978, 26.2758731
12412, -0.0541992, -0.0576172, 0.9028321, -9.0592784, -1.4570722, 26.2868556
9876, -0.0568848, -0.0649414, 0.9155274, -8.9544496, -1.3618947, 26.2931060
9856, -0.0439453, -0.0402832, 0.9150391, -8.8275985, -1.2813071, 26.2964572
9856, -0.0461426, -0.0493164, 0.9223633, -8.7109336, -1.1997333, 26.2978229
9868, -0.0534668, -0.0368652, 0.9184571, -8.5863838, -1.1092021, 26.2958297
9844, -0.0615234, -0.0493164, 0.9211426, -8.4750261, -1.0141311, 26.2937602
12412, -0.0637207, -0.0417480, 0.9067383, -8.3549013, -0.9165299, 26.2910022
9872, -0.0495605, -0.0478516, 0.9094239, -8.2412853, -0.8412435, 26.2893142
9848, -0.0629883, -0.0388184, 0.9343262, -8.1181373, -0.7532675, 26.2874736
9868, -0.0480957, -0.0290527, 0.9079590, -7.9929571, -0.6805790, 26.2869167
9824, -0.0546875, -0.0417480, 0.9118653, -7.8814330, -0.6017943, 26.2844352
9844, -0.0522461, -0.0437012, 0.9042969, -7.7763857, -0.5290540, 26.2829151
9848, -0.0646973, -0.0566406, 0.9211426, -7.6846857, -0.4432317, 26.2818088
12400, -0.0454102, -0.0358887, 0.9025879, -7.5732049, -0.3797696, 26.2810649
9880, -0.0534668, -0.0358887, 0.9162598, -7.4665021, -0.3091726, 26.2817440
9848, -0.0629883, -0.0581055, 0.9165040, -7.3840184, -0.2292783, 26.2824058
9840, -0.0561523, -0.0424805, 0.9189454, -7.2865796, -0.1589849, 26.2819862
9848, -0.0583496, -0.0344238, 0.9118653, -7.1802334, -0.0845615, 26.2827415
9852, -0.0676270, -0.0424805, 0.9152832, -7.0862054, -0.0012161, 26.2827339
9844, -0.0629883, -0.0397949, 0.9218750, -6.9917831, 0.0734215, 26.2819023
12384, -0.0444336, -0.0446777, 0.9108887, -6.9050345, 0.1237419, 26.2810974
9860, -0.0576172, -0.0334473, 0.9091797, -6.8059043, 0.1887552, 26.2795619
9816, -0.0593262, -0.0410156, 0.9152832, -6.7164487, 0.2553734, 26.2799663
9820, -0.0600586, -0.0378418, 0.9123536, -6.6260995, 0.3206474, 26.2805080
9796, -0.0524902, -0.0292969, 0.9138184, -6.5295610, 0.3753961, 26.2840251
9812, -0.0517578, -0.0349121, 0.9135743, -6.4404768, 0.4312335, 26.2862167
12384, -0.0600586, -0.0480957, 0.9143067, -6.3690123, 0.4944769, 26.2865734
9828, -0.0583496, -0.0466309, 0.9218750, -6.2949981, 0.5525704, 26.2864131
17408, -0.0522461, -0.0422363, 0.9001465, -6.2184314, 0.6067362, 26.2883224
12132, -0.0610352, -0.0317383, 0.9201661, -6.1297888, 0.6664509, 26.2862968
9920, -0.0571289, -0.0407715, 0.9123536, -6.0565152, 0.7212538, 26.2849159
9836, -0.0595703, -0.0395508, 0.9150391, -5.9834494, 0.7805659, 26.2849082
9824, -0.0578613, -0.0512695, 0.9106446, -5.9258227, 0.8334280, 26.2849006
12376, -0.0600586, -0.0422363, 0.9133301, -5.8562088, 0.8891369, 26.2839736
9848, -0.0563965, -0.0422363, 0.9121094, -5.7900505, 0.9379836, 26.2853393
9788, -0.0593262, -0.0419922, 0.9111329, -5.7239031, 0.9910352, 26.2863368
9820, -0.0637207, -0.0473633, 0.9106446, -5.6654343, 1.0488709, 26.2860546
9808, -0.0625000, -0.0451660, 0.9167481, -5.6050233, 1.1036591, 26.2861843
9808, -0.0539551, -0.0424805, 0.9052735, -5.5467214, 1.1496703, 26.2869396
9816, -0.0463867, -0.0302734, 0.9108887, -5.4735774, 1.1849281, 26.2848701
19708, -0.0454102, -0.0283203, 0.9064942, -5.4025597, 1.2196952, 26.2869911
9880, -0.0502930, -0.0356445, 0.9038086, -5.3381891, 1.2582726, 26.2878074
9836, -0.0505371, -0.0363770, 0.9028321, -5.2776126, 1.2986731, 26.2888679
9844, -0.0468750, -0.0405273, 0.9001465, -5.2216091, 1.3304291, 26.2888603
9832, -0.0446777, -0.0375977, 0.9030762, -5.1638998, 1.3591790, 26.2877826
9840, -0.0468750, -0.0341797, 0.9089356, -5.1004524, 1.3901833, 26.2875003
12376, -0.0615234, -0.0375977, 0.9023438, -5.0416126, 1.4402417, 26.2891387
9864, -0.0444336, -0.0375977, 0.9072266, -4.9867181, 1.4643161, 26.2885189
9836, -0.0468750, -0.0371094, 0.8952637, -4.9344315, 1.4931167, 26.2878990
9820, -0.0456543, -0.0395508, 0.8945313, -4.8846750, 1.5198246, 26.2876167
9828, -0.0512695, -0.0278320, 0.9052735, -4.8191843, 1.5518568, 26.2881584
9828, -0.0490723, -0.0292969, 0.8955079, -4.7592535, 1.5813218, 26.2896614
9832, -0.0456543, -0.0349121, 0.9094239, -4.7060194, 1.6055241, 26.2884178
12424, -0.0485840, -0.0358887, 0.8916016, -4.6587810, 1.6352706, 26.2873077
9840, -0.0507812, -0.0312500, 0.9001465, -4.6024427, 1.6650563, 26.2866878
9812, -0.0517578, -0.0341797, 0.9047852, -4.5524101, 1.6949400, 26.2861747
9820, -0.0422363, -0.0375977, 0.9113770, -4.5052528, 1.7108654, 26.2853431
9828, -0.0544434, -0.0290527, 0.9050293, -4.4490284, 1.7429897, 26.2853355
9812, -0.0490723, -0.0380859, 0.9023438, -4.4066505, 1.7675346, 26.2851905
9808, -0.0441895, -0.0395508, 0.9067383, -4.3659424, 1.7855826, 26.2838077
12404, -0.0559082, -0.0405273, 0.8984375, -4.3287367, 1.8175359, 26.2857818
9848, -0.0454102, -0.0356445, 0.9074707, -4.2843499, 1.8366924, 26.2851619
9836, -0.0551758, -0.0354004, 0.9101563, -4.2414221, 1.8649331, 26.2859783
9824, -0.0468750, -0.0351562, 0.9079590, -4.1979598, 1.8862638, 26.2861232
9824, -0.0471191, -0.0402832, 0.9101563, -4.1616864, 1.9029841, 26.2841300
9816, -0.0502930, -0.0432129, 0.9123536, -4.1292667, 1.9259216, 26.2832984
9836, -0.0537109, -0.0429687, 0.9072266, -4.0961828, 1.9515858, 26.2822208
12360, -0.0598145, -0.0283203, 0.9077149, -4.0482597, 1.9864900, 26.2818450
9844, -0.0573730, -0.0266113, 0.9008790, -3.9994995, 2.0159842, 26.2804622
9792, -0.0532227, -0.0366211, 0.9050293, -3.9606790, 2.0386440, 26.2786216
9808, -0.0527344, -0.0454102, 0.9104004, -3.9325728, 2.0620410, 26.2780647
9792, -0.0476074, -0.0432129, 0.9033204, -3.9040212, 2.0768396, 26.2772331
9820, -0.0483398, -0.0429687, 0.9152832, -3.8759522, 2.0905108, 26.2780628
12416, -0.0510254, -0.0373535, 0.9057618, -3.8421794, 2.1096513, 26.2778701
9852, -0.0488281, -0.0354004, 0.9045411, -3.8067364, 2.1270012, 26.2775878
9812, -0.0256348, -0.0339355, 0.9079590, -3.7744224, 2.1170632, 26.2775802
9828, -0.0424805, -0.0473633, 0.9135743, -3.7520070, 2.1246745, 26.2765026
9824, -0.0561523, -0.0324707, 0.9191895, -3.7141065, 2.1466882, 26.2766323
17436, -0.0573730, -0.0422363, 0.9143067, -3.6869595, 2.1720237, 26.2760982
12132, -0.0524902, -0.0461426, 0.9055176, -3.6657867, 2.1927125, 26.2748050
12488, -0.0478516, -0.0422363, 0.9079590, -3.6387195, 2.2054491, 26.2736034
9876, -0.0517578, -0.0385742, 0.9086915, -3.6088924, 2.2242648, 26.2742061
9852, -0.0517578, -0.0454102, 0.9074707, -3.5876376, 2.2398750, 26.2737865
9848, -0.0537109, -0.0388184, 0.9257813, -3.5601449, 2.2580790, 26.2743282
9820, -0.0522461, -0.0463867, 0.9121094, -3.5413217, 2.2711219, 26.2743186
9840, -0.0517578, -0.0476074, 0.9135743, -3.5247554, 2.2848551, 26.2732124
9824, -0.0634766, -0.0427246, 0.9199219, -3.5018608, 2.3143866, 26.2742729
12392, -0.0507812, -0.0429687, 0.9123536, -3.4803287, 2.3256337, 26.2744464
9864, -0.0473633, -0.0415039, 0.9125977, -3.4557268, 2.3353846, 26.2737655
9832, -0.0541992, -0.0468750, 0.9116211, -3.4401116, 2.3554928, 26.2732086
9820, -0.0607910, -0.0378418, 0.9187012, -3.4157991, 2.3822343, 26.2735061
9820, -0.0561523, -0.0461426, 0.9147950, -3.4002311, 2.4006006, 26.2730865
9800, -0.0593262, -0.0380859, 0.9099122, -3.3779900, 2.4242904, 26.2720699
19712, -0.0617676, -0.0393066, 0.9130860, -3.3559291, 2.4484577, 26.2729244
9892, -0.0678711, -0.0388184, 0.9116211, -3.3330945, 2.4814052, 26.2729167
9864, -0.0554199, -0.0444336, 0.9086915, -3.3192896, 2.4993426, 26.2727718
9856, -0.0551758, -0.0510254, 0.9038086, -3.3147077, 2.5174531, 26.2718029
9828, -0.0449219, -0.0190430, 0.9184571, -3.2713022, 2.5218968, 26.2701148
9864, -0.0502930, -0.0249023, 0.9130860, -3.2344949, 2.5354683, 26.2718944
9840, -0.0493164, -0.0278320, 0.9055176, -3.2026898, 2.5448777, 26.2709693
12388, -0.0600586, -0.0415039, 0.9125977, -3.1887886, 2.5659222, 26.2711563
9860, -0.0507812, -0.0437012, 0.9057618, -3.1763730, 2.5751614, 26.2708435
9820, -0.0498047, -0.0424805, 0.9091797, -3.1639246, 2.5860664, 26.2709732
9804, -0.0488281, -0.0275879, 0.9243165, -3.1345608, 2.5932989, 26.2720336
9836, -0.0502930, -0.0266113, 0.9096680, -3.1056635, 2.6058461, 26.2718734
9808, -0.0466309, -0.0363770, 0.9138184, -3.0879554, 2.6085069, 26.2722778
