deltaT, accX, accY, accZ, thetaX, thetaY, thetaZ
12324, -0.0236816, -0.0168457, 0.9201661, -0.6834769, 1.3791509, 1.1607320
9824, -0.0273438, -0.0061035, 0.9104004, -0.6741273, 1.3809972, 1.1608625
9772, -0.0258789, -0.0083008, 0.9174805, -0.6751745, 1.3874566, 1.1623541
9780, -0.0249023, -0.0153809, 0.9099122, -0.6791801, 1.3908445, 1.1626091
9784, -0.0270996, -0.0019531, 0.9130860, -0.6714371, 1.3948584, 1.1617450
9768, -0.0261230, -0.0170898, 0.9262696, -0.6787064, 1.3992592, 1.1614503
9788, -0.0244141, -0.0104980, 0.9157715, -0.6762847, 1.4018088, 1.1614283
12344, -0.0256348, -0.0112305, 0.9196778, -0.6745810, 1.4041104, 1.1628675
9828, -0.0214844, -0.0168457, 0.9121094, -0.6775783, 1.4027142, 1.1629980
9796, -0.0158691, -0.0119629, 0.9040528, -0.6790809, 1.3960453, 1.1591591
9792, -0.0202637, -0.0090332, 0.9077149, -0.6782726, 1.3920034, 1.1605134
9780, -0.0334473, -0.0131836, 0.9199219, -0.6770545, 1.4040443, 1.1595317
9792, -0.0217285, -0.0058594, 0.9104004, -0.6667706, 1.4036698, 1.1576601
9772, -0.0224609, -0.0117188, 0.9108887, -0.6689025, 1.4051394, 1.1570906
12372, -0.0195312, -0.0083008, 0.9094239, -0.6675634, 1.4029039, 1.1592626
17376, -0.0300293, -0.0102539, 0.9184571, -0.6663517, 1.4150040, 1.1592251
12108, -0.0183105, -0.0163574, 0.9150391, -0.6740825, 1.4086961, 1.1574101
9888, -0.0227051, -0.0073242, 0.9150391, -0.6701529, 1.4119057, 1.1575406
9780, -0.0270996, -0.0134277, 0.9147950, -0.6759161, 1.4175525, 1.1564215
9792, -0.0229492, -0.0166016, 0.9118653, -0.6811040, 1.4214489, 1.1560940
9788, -0.0161133, -0.0073242, 0.9130860, -0.6747223, 1.4135670, 1.1545453
12336, -0.0209961, -0.0124512, 0.9118653, -0.6752694, 1.4169337, 1.1563508
9840, -0.0183105, -0.0034180, 0.9123536, -0.6665745, 1.4136380, 1.1572448
9784, -0.0212402, -0.0144043, 0.9172364, -0.6716411, 1.4108480, 1.1566753
9804, -0.0227051, -0.0009766, 0.9064942, -0.6565734, 1.4089412, 1.1600120
9772, -0.0202637, 0.0014648, 0.9238282, -0.6494477, 1.4055936, 1.1580052
9740, -0.0173340, -0.0163574, 0.9167481, -0.6522179, 1.4027067, 1.1589472
9808, -0.0156250, -0.0075684, 0.9060059, -0.6454452, 1.3938395, 1.1593831
19728, -0.0212402, -0.0229492, 0.9157715, -0.6519257, 1.3913664, 1.1611710
9868, -0.0241699, 0.0034180, 0.9003907, -0.6383949, 1.3940658, 1.1625230
9740, -0.0207520, -0.0158691, 0.9208985, -0.6442667, 1.3929471, 1.1611291
9832, -0.0258789, -0.0151367, 0.9128418, -0.6432778, 1.3981229, 1.1560689
9824, -0.0178223, -0.0017090, 0.9140625, -0.6362578, 1.3939940, 1.1560468
9792, -0.0292969, -0.0190430, 0.9235840, -0.6459850, 1.3999615, 1.1549561
12380, -0.0185547, 0.0024414, 0.9082032, -0.6329236, 1.3949954, 1.1519982
9776, -0.0317383, -0.0131836, 0.9199219, -0.6364114, 1.4051498, 1.1534898
9804, -0.0268555, -0.0053711, 0.9099122, -0.6281623, 1.4109979, 1.1520936
9776, -0.0173340, -0.0063477, 0.9067383, -0.6255688, 1.4062143, 1.1552777
9788, -0.0161133, -0.0219727, 0.9150391, -0.6379416, 1.4013300, 1.1552578
9804, -0.0234375, -0.0139160, 0.8994141, -0.6423151, 1.4019939, 1.1576784
9796, -0.0275879, -0.0026855, 0.9135743, -0.6390262, 1.4054930, 1.1581144
12352, -0.0229492, 0.0004883, 0.9074707, -0.6263668, 1.4024377, 1.1577215
9792, -0.0278320, -0.0085449, 0.9167481, -0.6277097, 1.4082087, 1.1566023
9764, -0.0234375, -0.0239258, 0.9282227, -0.6370948, 1.4101663, 1.1568573
9796, -0.0156250, 0.0007324, 0.9091797, -0.6240475, 1.4030244, 1.1575986
9744, -0.0158691, -0.0190430, 0.9157715, -0.6349896, 1.3929576, 1.1604772
9800, -0.0156250, -0.0085449, 0.9118653, -0.6327154, 1.3847198, 1.1610070
9800, -0.0249023, -0.0070801, 0.9125977, -0.6317109, 1.3915264, 1.1597635
12352, -0.0278320, -0.0187988, 0.9106446, -0.6412543, 1.3941607, 1.1597348
9820, -0.0246582, -0.0039063, 0.9169922, -0.6337246, 1.3971234, 1.1572417
9804, -0.0166016, -0.0114746, 0.9223633, -0.6323635, 1.3897393, 1.1544715
9824, -0.0205078, -0.0156250, 0.9177247, -0.6383529, 1.3817716, 1.1524647
9796, -0.0187988, -0.0068359, 0.9104004, -0.6344232, 1.3781924, 1.1551929
9784, -0.0212402, -0.0065918, 0.9123536, -0.6342730, 1.3812676, 1.1513060
9788, -0.0234375, -0.0202637, 0.9179688, -0.6432903, 1.3794692, 1.1521105
12340, -0.0273438, -0.0200195, 0.9250489, -0.6597194, 1.3850724, 1.1522673
9832, -0.0217285, -0.0195312, 0.9069825, -0.6650883, 1.3809874, 1.1513292
9792, -0.0187988, -0.0021973, 0.9091797, -0.6592912, 1.3750948, 1.1531392
9780, -0.0178223, -0.0249023, 0.9157715, -0.6766671, 1.3697403, 1.1514705
9804, -0.0209961, -0.0048828, 0.9111329, -0.6683918, 1.3680473, 1.1509904
9776, -0.0251465, -0.0065918, 0.9145508, -0.6665665, 1.3714578, 1.1497340
9788, -0.0246582, -0.0229492, 0.9216309, -0.6803659, 1.3738143, 1.1503814
12344, -0.0285645, -0.0090332, 0.9096680, -0.6794112, 1.3778730, 1.1509045
9800, -0.0268555, -0.0107422, 0.9165040, -0.6744307, 1.3816449, 1.1477243
9784, -0.0266113, -0.0019531, 0.9062500, -0.6625967, 1.3870196, 1.1467863
17328, -0.0246582, -0.0214844, 0.9169922, -0.6727985, 1.3878355, 1.1527923
12112, -0.0307617, -0.0070801, 0.9133301, -0.6665039, 1.3980510, 1.1492849
9868, -0.0246582, -0.0148926, 0.9155274, -0.6687685, 1.4003527, 1.1499520
9796, -0.0224609, -0.0156250, 0.9128418, -0.6740895, 1.4035419, 1.1506932
12332, -0.0280762, -0.0029297, 0.9204102, -0.6695980, 1.4173574, 1.1526492
9796, -0.0239258, -0.0173340, 0.9104004, -0.6767930, 1.4184567, 1.1564767
9792, -0.0195312, -0.0080566, 0.9226075, -0.6740020, 1.4151105, 1.1559072
9772, -0.0227051, -0.0205078, 0.9196778, -0.6839771, 1.4184165, 1.1600095
9772, -0.0236816, -0.0078125, 0.9133301, -0.6746185, 1.4166984, 1.1599874
9800, -0.0307617, -0.0083008, 0.9079590, -0.6721601, 1.4262626, 1.1556905
12316, -0.0219727, -0.0070801, 0.9094239, -0.6674318, 1.4257903, 1.1593282
9824, -0.0190430, -0.0039063, 0.9177247, -0.6608846, 1.4166745, 1.1591709
9776, -0.0195312, -0.0170898, 0.9162598, -0.6623418, 1.4179554, 1.1591466
9816, -0.0261230, -0.0085449, 0.9135743, -0.6570942, 1.4219512, 1.1610504
9788, -0.0222168, -0.0083008, 0.9187012, -0.6537656, 1.4222064, 1.1617916
9788, -0.0217285, -0.0073242, 0.9167481, -0.6511178, 1.4185829, 1.1602603
9792, -0.0200195, -0.0148926, 0.9133301, -0.6562321, 1.4148115, 1.1596275
19704, -0.0212402, -0.0246582, 0.9138184, -0.6693461, 1.4062662, 1.1627764
9860, -0.0275879, -0.0075684, 0.9038086, -0.6624314, 1.4134553, 1.1633651
9820, -0.0249023, -0.0119629, 0.9179688, -0.6707264, 1.4140149, 1.1636201
9812, -0.0266113, -0.0200195, 0.9118653, -0.6770430, 1.4176762, 1.1636002
9812, -0.0224609, -0.0034180, 0.9062500, -0.6687704, 1.4164533, 1.1637307
9784, -0.0280762, -0.0187988, 0.9230957, -0.6804668, 1.4213645, 1.1643978
9804, -0.0153809, -0.0031738, 0.9067383, -0.6676631, 1.4148881, 1.1642230
12340, -0.0158691, -0.0224609, 0.9150391, -0.6807909, 1.4021463, 1.1645913
9824, -0.0283203, -0.0029297, 0.9116211, -0.6714232, 1.4097467, 1.1633348
9784, -0.0227051, -0.0124512, 0.9174805, -0.6760006, 1.4098292, 1.1644141
9788, -0.0195312, -0.0151367, 0.9052735, -0.6767497, 1.4041892, 1.1621019
9800, -0.0148926, 0.0029297, 0.9089356, -0.6595843, 1.3977007, 1.1617745
9740, -0.0292969, -0.0139160, 0.9174805, -0.6629387, 1.4064169, 1.1629737
9788, -0.0217285, -0.0097656, 0.9089356, -0.6582060, 1.4039399, 1.1628165
12336, -0.0295410, -0.0207520, 0.9157715, -0.6657093, 1.4086306, 1.1640725
9812, -0.0219727, -0.0075684, 0.9165040, -0.6652608, 1.4090600, 1.1648879
9772, -0.0183105, -0.0090332, 0.9143067, -0.6669628, 1.4035007, 1.1661046
9784, -0.0246582, -0.0144043, 0.9113770, -0.6670704, 1.4092757, 1.1645559
9768, -0.0249023, -0.0085449, 0.9060059, -0.6664050, 1.4088188, 1.1661849
9756, -0.0212402, -0.0104980, 0.9138184, -0.6629529, 1.4076079, 1.1669261
9788, -0.0219727, -0.0029297, 0.9104004, -0.6497072, 1.4061599, 1.1655299
12308, -0.0146484, -0.0148926, 0.9111329, -0.6501224, 1.3942340, 1.1653202
9848, -0.0253906, -0.0168457, 0.9086915, -0.6564403, 1.3982169, 1.1635141
9792, -0.0229492, -0.0102539, 0.9091797, -0.6545738, 1.3984391, 1.1633393
9796, -0.0229492, -0.0185547, 0.9174805, -0.6619973, 1.3956064, 1.1656073
9780, -0.0222168, -0.0112305, 0.9055176, -0.6573953, 1.3965456, 1.1674172
9808, -0.0246582, -0.0083008, 0.9184571, -0.6551440, 1.3961696, 1.1678096
12368, -0.0270996, -0.0004883, 0.9062500, -0.6410290, 1.4009150, 1.1665006
9776, -0.0256348, -0.0219727, 0.9138184, -0.6563553, 1.4068623, 1.1614404
9792, -0.0205078, -0.0097656, 0.9130860, -0.6558164, 1.4033270, 1.1614184
9780, -0.0197754, -0.0009766, 0.9052735, -0.6420278, 1.4016433, 1.1620855
9780, -0.0241699, -0.0139160, 0.9108887, -0.6481887, 1.4046388, 1.1613000
9764, -0.0180664, -0.0144043, 0.9121094, -0.6490822, 1.4022185, 1.1563924
17340, -0.0229492, -0.0124512, 0.9108887, -0.6490955, 1.4006812, 1.1516832
14680, -0.0202637, -0.0122070, 0.9201661, -0.6514412, 1.3985247, 1.1530241
9892, -0.0261230, -0.0107422, 0.9228516, -0.6495915, 1.4013025, 1.1528494
9788, -0.0290527, -0.0112305, 0.9116211, -0.6486377, 1.4107253, 1.1482472
9804, -0.0222168, -0.0092773, 0.9191895, -0.6469605, 1.4092875, 1.1474030
9788, -0.0129395, -0.0146484, 0.9187012, -0.6554822, 1.3964278, 1.1469229
9812, -0.0283203, -0.0129395, 0.9130860, -0.6603698, 1.3998321, 1.1464428
9776, -0.0246582, -0.0090332, 0.9133301, -0.6565850, 1.4030365, 1.1475222
12364, -0.0300293, -0.0126953, 0.9138184, -0.6590495, 1.4144841, 1.1511598
9828, -0.0253906, -0.0112305, 0.9143067, -0.6624092, 1.4154177, 1.1496111
9792, -0.0258789, -0.0129395, 0.9082032, -0.6620746, 1.4229656, 1.1535760
9772, -0.0202637, -0.0007324, 0.9123536, -0.6510537, 1.4240903, 1.1527119
9796, -0.0173340, -0.0207520, 0.9172364, -0.6656310, 1.4161446, 1.1524173
9812, -0.0217285, -0.0168457, 0.9091797, -0.6738042, 1.4114522, 1.1499525
9796, -0.0251465, -0.0073242, 0.9130860, -0.6704885, 1.4129421, 1.1493830
12336, -0.0229492, -0.0156250, 0.9047852, -0.6715187, 1.4131055, 1.1487588
9844, -0.0295410, -0.0024414, 0.9099122, -0.6621467, 1.4235851, 1.1486016
9776, -0.0161133, -0.0236816, 0.9155274, -0.6736905, 1.4146605, 1.1494956
9816, -0.0187988, 0.0014648, 0.9055176, -0.6586732, 1.4110929, 1.1512620
9748, -0.0185547, -0.0148926, 0.9150391, -0.6657566, 1.4074211, 1.1505659
9796, -0.0187988, -0.0092773, 0.9094239, -0.6624162, 1.4024834, 1.1494468
9788, -0.0148926, -0.0019531, 0.9125977, -0.6568358, 1.3946087, 1.1505261
19672, -0.0144043, -0.0041504, 0.9018555, -0.6447076, 1.3889017, 1.1556727
9836, -0.0241699, -0.0104980, 0.9204102, -0.6545767, 1.3915069, 1.1599254
9800, -0.0310059, -0.0244141, 0.9106446, -0.6678253, 1.3983292, 1.1599055
9808, -0.0195312, -0.0014648, 0.9147950, -0.6631515, 1.3933285, 1.1600360
9820, -0.0249023, -0.0292969, 0.9270020, -0.6833980, 1.3943879, 1.1615276
9792, -0.0227051, -0.0117188, 0.9152832, -0.6783638, 1.3975930, 1.1624215
9828, -0.0275879, -0.0078125, 0.9152832, -0.6841697, 1.4045156, 1.1642315
12372, -0.0170898, -0.0036621, 0.9040528, -0.6718145, 1.4030714, 1.1607241
9812, -0.0288086, -0.0075684, 0.9206543, -0.6761336, 1.4112720, 1.1609791
9776, -0.0224609, -0.0126953, 0.9138184, -0.6712394, 1.4125098, 1.1619625
9804, -0.0178223, 0.0131836, 0.9143067, -0.6475365, 1.4080620, 1.1597441
9748, -0.0275879, -0.0136719, 0.9172364, -0.6522469, 1.4136166, 1.1613731
9812, -0.0266113, -0.0139160, 0.9147950, -0.6543479, 1.4176111, 1.1625723
12348, -0.0222168, -0.0285645, 0.9216309, -0.6695162, 1.4102626, 1.1635360
9832, -0.0266113, 0.0051270, 0.9062500, -0.6503699, 1.4148695, 1.1636536
9736, -0.0185547, -0.0053711, 0.9133301, -0.6448684, 1.4100511, 1.1657689
9788, -0.0258789, -0.0212402, 0.9135743, -0.6531651, 1.4100990, 1.1671231
9784, -0.0280762, 0.0068359, 0.9101563, -0.6337318, 1.4147102, 1.1689462
9736, -0.0251465, -0.0214844, 0.9189454, -0.6482103, 1.4177582, 1.1731859
9796, -0.0151367, -0.0156250, 0.9013672, -0.6492480, 1.4088048, 1.1691943
12368, -0.0187988, -0.0231934, 0.9230957, -0.6576562, 1.4050531, 1.1662365
9832, -0.0097656, -0.0117188, 0.9072266, -0.6570110, 1.3903243, 1.1672198
9788, -0.0263672, 0.0031738, 0.9267579, -0.6438286, 1.3989405, 1.1681618
9740, -0.0288086, -0.0278320, 0.9150391, -0.6590510, 1.4028604, 1.1719565
9748, -0.0227051, 0.0126953, 0.9101563, -0.6356657, 1.4049111, 1.1737229
9768, -0.0212402, -0.0075684, 0.9289551, -0.6392647, 1.4001437, 1.1717162
9796, -0.0214844, -0.0258789, 0.9128418, -0.6523792, 1.3955590, 1.1719994
12364, -0.0190430, -0.0327148, 0.9179688, -0.6809441, 1.3875931, 1.1717897
17376, -0.0195312, -0.0078125, 0.9099122, -0.6749284, 1.3878526, 1.1777217
12112, -0.0219727, -0.0319824, 0.9309082, -0.6928793, 1.3822065, 1.1780899
9884, -0.0253906, 0.0007324, 0.9052735, -0.6769266, 1.3850615, 1.1760832
9740, -0.0268555, -0.0192871, 0.9157715, -0.6908743, 1.3904324, 1.1738648
9784, -0.0244141, -0.0222168, 0.9077149, -0.6931461, 1.3900473, 1.1770489
9788, -0.0214844, 0.0124512, 0.9145508, -0.6692814, 1.3940752, 1.1790115
12316, -0.0244141, -0.0053711, 0.9101563, -0.6585354, 1.3981038, 1.1799949
9824, -0.0236816, -0.0039063, 0.9079590, -0.6562322, 1.4012768, 1.1810742
9780, -0.0258789, -0.0246582, 0.9116211, -0.6681571, 1.4052548, 1.1815102
9796, -0.0163574, -0.0048828, 0.9072266, -0.6596588, 1.3975875, 1.1816407
9788, -0.0307617, -0.0126953, 0.9255372, -0.6682640, 1.4079804, 1.1817712
9792, -0.0266113, -0.0346680, 0.9067383, -0.6882892, 1.4133169, 1.1824383
9780, -0.0151367, 0.0131836, 0.9125977, -0.6615356, 1.4050209, 1.1825689
12316, -0.0161133, -0.0166016, 0.9089356, -0.6583695, 1.3963358, 1.1825401
9848, -0.0251465, 0.0073242, 0.9152832, -0.6471881, 1.3989962, 1.1822454
9760, -0.0310059, -0.0339355, 0.9147950, -0.6699593, 1.4067378, 1.1819508
9780, -0.0187988, -0.0012207, 0.9064942, -0.6598709, 1.4029692, 1.1819287
9776, -0.0151367, -0.0017090, 0.9130860, -0.6548460, 1.3959242, 1.1805348
9764, -0.0256348, -0.0332031, 0.9077149, -0.6752593, 1.3984379, 1.1773197
9800, -0.0244141, 0.0168457, 0.9069825, -0.6464202, 1.4021271, 1.1756510
12308, -0.0224609, -0.0288086, 0.9104004, -0.6559460, 1.4000942, 1.1743421
9788, -0.0197754, 0.0107422, 0.9128418, -0.6357666, 1.3983093, 1.1727933
9764, -0.0310059, -0.0336914, 0.9260254, -0.6558982, 1.4114305, 1.1736873
9776, -0.0168457, 0.0002441, 0.9072266, -0.6384414, 1.4018175, 1.1748865
9748, -0.0297852, -0.0070801, 0.9128418, -0.6416887, 1.4107711, 1.1767903
9788, -0.0319824, -0.0349121, 0.9255372, -0.6641573, 1.4187153, 1.1762208
19628, -0.0200195, -0.0144043, 0.9177247, -0.6816483, 1.4114356, 1.1777034
9852, -0.0261230, -0.0180664, 0.9096680, -0.6822095, 1.4162522, 1.1776814
9808, -0.0234375, 0.0073242, 0.9062500, -0.6643887, 1.4220671, 1.1745012
9768, -0.0261230, -0.0346680, 0.9160157, -0.6891378, 1.4202112, 1.1724617
9808, -0.0222168, 0.0043945, 0.8981934, -0.6658473, 1.4177534, 1.1729915
9776, -0.0270996, -0.0065918, 0.9216309, -0.6660162, 1.4248991, 1.1729716
9800, -0.0222168, -0.0278320, 0.9238282, -0.6807164, 1.4179506, 1.1755449
12372, -0.0275879, -0.0192871, 0.9221192, -0.6957612, 1.4189009, 1.1729536
9824, -0.0229492, -0.0158691, 0.9072266, -0.6913730, 1.4151548, 1.1750689
9796, -0.0107422, -0.0036621, 0.9101563, -0.6867442, 1.4014081, 1.1730622
9780, -0.0234375, -0.0183105, 0.9221192, -0.7012598, 1.3986014, 1.1763399
9792, -0.0227051, -0.0214844, 0.9077149, -0.7086069, 1.4018054, 1.1763179
9784, -0.0207520, 0.0056152, 0.9143067, -0.6933920, 1.3983074, 1.1779752
9736, -0.0185547, -0.0415039, 0.9226075, -0.7272002, 1.3900035, 1.1775431
12356, -0.0151367, 0.0012207, 0.9064942, -0.7188630, 1.3860255, 1.1769670
9780, -0.0178223, -0.0329590, 0.9191895, -0.7405905, 1.3797909, 1.1809144
9788, -0.0222168, 0.0124512, 0.8984375, -0.7159710, 1.3780832, 1.1822663
9760, -0.0236816, -0.0151367, 0.9194336, -0.7239353, 1.3795915, 1.1814808
9816, -0.0192871, -0.0097656, 0.9160157, -0.7146912, 1.3732115, 1.1802244
9800, -0.0285645, 0.0097656, 0.9157715, -0.6984260, 1.3788967, 1.1803549
9740, -0.0283203, -0.0278320, 0.9167481, -0.7170013, 1.3880982, 1.1781954
12316, -0.0275879, -0.0134277, 0.9189454, -0.7228707, 1.3976908, 1.1811002
9808, -0.0261230, -0.0288086, 0.9169922, -0.7362277, 1.4026153, 1.1783300
9772, -0.0192871, 0.0017090, 0.9111329, -0.7200749, 1.4025766, 1.1773483
17280, -0.0146484, -0.0202637, 0.9262696, -0.7341695, 1.3935960, 1.1812039
12092, -0.0109863, -0.0002441, 0.9111329, -0.7205119, 1.3803021, 1.1775133
9888, -0.0200195, -0.0217285, 0.9250489, -0.7343919, 1.3739695, 1.1771858
9788, -0.0236816, -0.0122070, 0.9123536, -0.7302070, 1.3766783, 1.1789523
12344, -0.0224609, -0.0300293, 0.9226075, -0.7512879, 1.3718956, 1.1816738
9820, -0.0212402, 0.0039063, 0.8967286, -0.7296387, 1.3684157, 1.1845395
9744, -0.0332031, -0.0107422, 0.9223633, -0.7354120, 1.3798998, 1.1836014
9796, -0.0261230, -0.0212402, 0.9189454, -0.7390508, 1.3833601, 1.1845434
9788, -0.0151367, 0.0087891, 0.9091797, -0.7188090, 1.3741359, 1.1855268
9752, -0.0190430, -0.0300293, 0.9284668, -0.7404719, 1.3687787, 1.1831711
9788, -0.0217285, -0.0117188, 0.9133301, -0.7428694, 1.3679047, 1.1813169
12388, -0.0200195, -0.0229492, 0.9235840, -0.7555213, 1.3659038, 1.1845881
9816, -0.0192871, -0.0034180, 0.9033204, -0.7427147, 1.3619484, 1.1856348
9772, -0.0209961, -0.0158691, 0.9196778, -0.7504252, 1.3585724, 1.1853401
9796, -0.0305176, -0.0222168, 0.9189454, -0.7622290, 1.3667885, 1.1862341
9808, -0.0214844, -0.0085449, 0.9082032, -0.7561731, 1.3678193, 1.1866264
9800, -0.0270996, -0.0100098, 0.9199219, -0.7543172, 1.3757004, 1.1834113
12316, -0.0219727, 0.0048828, 0.9072266, -0.7377021, 1.3752944, 1.1821024
9780, -0.0261230, -0.0124512, 0.9321290, -0.7406679, 1.3791028, 1.1838688
9788, -0.0222168, -0.0229492, 0.9099122, -0.7518209, 1.3777983, 1.1887322
9792, -0.0258789, 0.0026855, 0.9143067, -0.7356690, 1.3848975, 1.1878880
9716, -0.0246582, -0.0288086, 0.9147950, -0.7531252, 1.3878463, 1.1893795
9784, -0.0195312, -0.0036621, 0.9084473, -0.7408376, 1.3856014, 1.1907337
9776, -0.0212402, -0.0168457, 0.9211426, -0.7517575, 1.3853499, 1.1905765
12364, -0.0134277, 0.0041504, 0.9121094, -0.7348198, 1.3791501, 1.1883516
9780, -0.0190430, -0.0244141, 0.9182129, -0.7544136, 1.3729463, 1.1891670
9796, -0.0195312, -0.0061035, 0.9047852, -0.7447408, 1.3710322, 1.1895593
9784, -0.0222168, -0.0117188, 0.9062500, -0.7479029, 1.3725758, 1.1864838
9784, -0.0236816, -0.0273438, 0.9279786, -0.7583235, 1.3757144, 1.1857769
9796, -0.0261230, -0.0021973, 0.9025879, -0.7473534, 1.3841167, 1.1820579
9772, -0.0327148, -0.0126953, 0.9128418, -0.7508911, 1.3980345, 1.1797022
19468, -0.0166016, 0.0039063, 0.9072266, -0.7318424, 1.3853659, 1.1804869
9812, -0.0190430, -0.0263672, 0.9165040, -0.7514418, 1.3829330, 1.1797014
9800, -0.0197754, -0.0124512, 0.9123536, -0.7514233, 1.3798133, 1.1798319
9856, -0.0241699, -0.0056152, 0.9108887, -0.7470498, 1.3893325, 1.1795372
9804, -0.0178223, -0.0197754, 0.9157715, -0.7506961, 1.3811678, 1.1773778
9832, -0.0241699, -0.0090332, 0.9074707, -0.7446413, 1.3855431, 1.1755716
9812, -0.0251465, -0.0168457, 0.9150391, -0.7540676, 1.3873085, 1.1767230
63724, -0.0219727, -0.0085449, 0.9104004, -0.7617642, 1.3862605, 1.1900495
9816, -0.0202637, -0.0148926, 0.9091797, -0.7627974, 1.3833996, 1.1895694
9800, -0.0178223, -0.0014648, 0.9108887, -0.7517464, 1.3790503, 1.1890894
9772, -0.0212402, -0.0102539, 0.9174805, -0.7550669, 1.3766920, 1.1878459
9784, -0.0229492, -0.0166016, 0.9077149, -0.7552910, 1.3777735, 1.1837038
9796, -0.0217285, -0.0041504, 0.9079590, -0.7496131, 1.3747186, 1.1860198
9772, -0.0310059, -0.0170898, 0.9147950, -0.7549991, 1.3819242, 1.1868352
12296, -0.0224609, -0.0073242, 0.9182129, -0.7522368, 1.3860863, 1.1857095
9824, -0.0249023, -0.0192871, 0.9045411, -0.7589512, 1.3908971, 1.1850026
9776, -0.0107422, -0.0078125, 0.9138184, -0.7566005, 1.3760251, 1.1829959
9792, -0.0241699, -0.0090332, 0.9074707, -0.7486925, 1.3766620, 1.1822104
9780, -0.0302734, -0.0136719, 0.9143067, -0.7465667, 1.3832461, 1.1802036
17328, -0.0310059, -0.0021973, 0.9123536, -0.7355823, 1.3921935, 1.1845783
14600, -0.0266113, -0.0021973, 0.9074707, -0.7249181, 1.3965746, 1.1781330
9880, -0.0192871, -0.0222168, 0.9172364, -0.7370039, 1.3872672, 1.1776529
9804, -0.0187988, -0.0087891, 0.9101563, -0.7331085, 1.3840730, 1.1816178
9788, -0.0207520, -0.0097656, 0.9160157, -0.7302459, 1.3821128, 1.1820538
9792, -0.0195312, -0.0075684, 0.9064942, -0.7263561, 1.3772369, 1.1817591
9808, -0.0280762, -0.0078125, 0.9089356, -0.7243494, 1.3872876, 1.1835821
9784, -0.0195312, -0.0163574, 0.9160157, -0.7285526, 1.3829047, 1.1839745
12328, -0.0256348, -0.0112305, 0.9104004, -0.7270751, 1.3866608, 1.1851258
9820, -0.0283203, -0.0168457, 0.9174805, -0.7321367, 1.3907234, 1.1857929
9788, -0.0139160, -0.0080566, 0.9062500, -0.7227581, 1.3830250, 1.1876159
9768, -0.0263672, 0.0065918, 0.9143067, -0.7018921, 1.3872580, 1.1871838
9740, -0.0249023, -0.0175781, 0.9240723, -0.7111763, 1.3888019, 1.1897572
9800, -0.0217285, -0.0083008, 0.9040528, -0.7068262, 1.3857884, 1.1890503
9760, -0.0180664, -0.0092773, 0.9208985, -0.7153714, 1.3836611, 1.1902016
12300, -0.0224609, 0.0021973, 0.9138184, -0.7039448, 1.3789206, 1.1923736
9780, -0.0300293, -0.0219727, 0.9157715, -0.7181019, 1.3908882, 1.1945521
9784, -0.0310059, -0.0085449, 0.9187012, -0.7112107, 1.3966254, 1.1959041
9780, -0.0139160, -0.0046387, 0.9152832, -0.7045060, 1.3901051, 1.1946606
9752, -0.0244141, -0.0253906, 0.9096680, -0.7185977, 1.3922509, 1.1949156
9788, -0.0275879, -0.0190430, 0.9079590, -0.7238107, 1.3937499, 1.1953516
9780, -0.0156250, -0.0031738, 0.9172364, -0.7117552, 1.3863041, 1.1936829
12308, -0.0258789, 0.0117188, 0.9094239, -0.6856964, 1.3937318, 1.1962343
9796, -0.0156250, -0.0244141, 0.9130860, -0.7049458, 1.3855916, 1.1949908
9784, -0.0192871, -0.0222168, 0.9182129, -0.7166543, 1.3812784, 1.1933221
9824, -0.0261230, 0.0000000, 0.9111329, -0.7081599, 1.3877344, 1.1923841
9576, -0.0212402, -0.0170898, 0.9184571, -0.7137607, 1.3856227, 1.1966238
9800, -0.0231934, -0.0148926, 0.9125977, -0.7150912, 1.3872610, 1.2004621
9796, -0.0251465, -0.0021973, 0.9125977, -0.7063054, 1.3917160, 1.2004421
12288, -0.0217285, -0.0129395, 0.9133301, -0.7096558, 1.3879320, 1.2031637
9824, -0.0231934, -0.0007324, 0.9013672, -0.6965237, 1.3943060, 1.2010042
9772, -0.0285645, -0.0183105, 0.9128418, -0.7039846, 1.4001044, 1.2005242
9772, -0.0229492, -0.0073242, 0.9106446, -0.6975513, 1.4003754, 1.2035272
9788, -0.0263672, -0.0058594, 0.9116211, -0.6913605, 1.4014400, 1.2048791
9772, -0.0283203, -0.0314941, 0.9082032, -0.7136340, 1.4068939, 1.2026607
9760, -0.0212402, -0.0002441, 0.9130860, -0.6953856, 1.4057726, 1.2034761
19668, -0.0170898, -0.0227051, 0.9143067, -0.6986112, 1.3989133, 1.2002433
9852, -0.0214844, 0.0068359, 0.9179688, -0.6838449, 1.3952972, 1.2006356
9768, -0.0300293, -0.0292969, 0.9201661, -0.7102044, 1.4015026, 1.1995165
9788, -0.0212402, -0.0175781, 0.9155274, -0.7143774, 1.3966330, 1.1979807
9820, -0.0236816, 0.0068359, 0.9145508, -0.6945720, 1.4012787, 1.1969990
9756, -0.0156250, -0.0258789, 0.9201661, -0.7072788, 1.3907203, 1.1980457
12352, -0.0275879, -0.0097656, 0.9145508, -0.7100421, 1.3976832, 1.1927062
9812, -0.0251465, -0.0285645, 0.9248047, -0.7255037, 1.3989394, 1.1910047
9768, -0.0214844, -0.0039063, 0.8999024, -0.7101698, 1.4012265, 1.1909827
