deltaT, accX, accY, accZ, thetaX, thetaY, thetaZ
9876, -0.0537109, -0.0461426, 0.9033204, -2.7545504, 3.2975895, 0.5267105
9772, -0.0524902, -0.0437012, 0.9125977, -2.7503430, 3.2964794, 0.5261225
9800, -0.0529785, -0.0500488, 0.8999024, -2.7531518, 3.2953205, 0.5263590
9780, -0.0505371, -0.0502930, 0.9030762, -2.7569410, 3.2882912, 0.5270798
12372, -0.0585937, -0.0473633, 0.9067383, -2.7552177, 3.2951254, 0.5270245
9808, -0.0549316, -0.0480957, 0.9143067, -2.7567672, 3.2931985, 0.5257496
9764, -0.0559082, -0.0432129, 0.9096680, -2.7530004, 3.2934296, 0.5244856
9752, -0.0556641, -0.0510254, 0.9125977, -2.7582445, 3.2933993, 0.5244473
9788, -0.0576172, -0.0405273, 0.9133301, -2.7487089, 3.2956619, 0.5230570
9756, -0.0532227, -0.0458984, 0.9020997, -2.7484509, 3.2958874, 0.5246676
12316, -0.0620117, -0.0451660, 0.9113770, -2.7459232, 3.3057839, 0.5241169
9816, -0.0473633, -0.0463867, 0.9025879, -2.7485044, 3.2977426, 0.5240786
9772, -0.0544434, -0.0468750, 0.9113770, -2.7477560, 3.2986176, 0.5267188
9768, -0.0566406, -0.0432129, 0.9138184, -2.7452464, 3.3010458, 0.5266805
9768, -0.0493164, -0.0461426, 0.9072266, -2.7462937, 3.2970767, 0.5263326
9784, -0.0568848, -0.0441895, 0.9123536, -2.7432794, 3.2990536, 0.5262942
9784, -0.0539551, -0.0466309, 0.9096680, -2.7452883, 3.2971940, 0.5267097
11960, -0.0583496, -0.0449219, 0.9074707, -2.7421696, 3.3013508, 0.5257426
9800, -0.0507812, -0.0456543, 0.9042969, -2.7432456, 3.2963747, 0.5259791
9784, -0.0549316, -0.0490723, 0.9060059, -2.7463688, 3.2950708, 0.5248679
9740, -0.0532227, -0.0402832, 0.9084473, -2.7415413, 3.2936427, 0.5244174
9788, -0.0524902, -0.0456543, 0.9069825, -2.7400095, 3.2893486, 0.5242026
9752, -0.0541992, -0.0463867, 0.9133301, -2.7388670, 3.2881944, 0.5236146
9780, -0.0493164, -0.0480957, 0.9106446, -2.7418725, 3.2808594, 0.5249462
71440, -0.0566406, -0.0395508, 0.9033204, -2.7308156, 3.2838928, 0.5203081
9812, -0.0549316, -0.0441895, 0.9069825, -2.7262187, 3.2860572, 0.5190331
9800, -0.0549316, -0.0554199, 0.9143067, -2.7354688, 3.2845656, 0.5185326
9796, -0.0515137, -0.0498047, 0.9013672, -2.7417836, 3.2816691, 0.5186317
9808, -0.0527344, -0.0498047, 0.9064942, -2.7466876, 3.2783236, 0.5169055
9788, -0.0559082, -0.0483398, 0.9116211, -2.7481231, 3.2792720, 0.5149435
9800, -0.0539551, -0.0454102, 0.9050293, -2.7472016, 3.2782053, 0.5149010
12284, -0.0585937, -0.0532227, 0.9038086, -2.7558867, 3.2819757, 0.5132011
9800, -0.0524902, -0.0422363, 0.9116211, -2.7507574, 3.2805140, 0.5140745
9764, -0.0463867, -0.0424805, 0.9096680, -2.7474057, 3.2708075, 0.5147233
9764, -0.0649414, -0.0483398, 0.9057618, -2.7491457, 3.2828052, 0.5143754
9788, -0.0590820, -0.0488281, 0.9116211, -2.7518630, 3.2890195, 0.5150241
9764, -0.0517578, -0.0476074, 0.9082032, -2.7535748, 3.2868604, 0.5159849
9760, -0.0571289, -0.0429687, 0.9074707, -2.7497568, 3.2899057, 0.5158092
12288, -0.0554199, -0.0415039, 0.9045411, -2.7433400, 3.2911417, 0.5177734
9808, -0.0537109, -0.0461426, 0.9086915, -2.7439403, 3.2920897, 0.5180362
9768, -0.0571289, -0.0493164, 0.9077149, -2.7480003, 3.2926113, 0.5178410
9748, -0.0576172, -0.0546875, 0.9030762, -2.7575721, 3.2954478, 0.5174931
9772, -0.0566406, -0.0444336, 0.9089356, -2.7542805, 3.2980642, 0.5175922
9768, -0.0549316, -0.0429687, 0.9018555, -2.7502930, 3.3002822, 0.5163283
12280, -0.0549316, -0.0439453, 0.9082032, -2.7478852, 3.3016564, 0.5142882
9800, -0.0571289, -0.0463867, 0.9069825, -2.7481260, 3.3050029, 0.5142498
9768, -0.0515137, -0.0493164, 0.9072266, -2.7527015, 3.3016195, 0.5128376
9780, -0.0563965, -0.0415039, 0.9082032, -2.7455451, 3.3029420, 0.5134057
17304, -0.0471191, -0.0505371, 0.9082032, -2.7475841, 3.2910964, 0.5109975
12072, -0.0566406, -0.0246582, 0.8967286, -2.7217364, 3.2964358, 0.5106148
9892, -0.0468750, -0.0803223, 0.9189454, -2.7595093, 3.2846560, 0.5108776
12276, -0.0432129, -0.0693359, 0.9116211, -2.7848343, 3.2690331, 0.5135746
9860, -0.0598145, -0.0297852, 0.9096680, -2.7642984, 3.2766623, 0.5138636
9816, -0.0634766, -0.0356445, 0.9118653, -2.7525951, 3.2875001, 0.5138253
9796, -0.0576172, -0.0427246, 0.9064942, -2.7478117, 3.2915058, 0.5146987
9772, -0.0488281, -0.0644531, 0.9062500, -2.7690999, 3.2841980, 0.5131490
9748, -0.0559082, -0.0463867, 0.9079590, -2.7692835, 3.2853875, 0.5114228
9768, -0.0541992, -0.0532227, 0.9016114, -2.7765352, 3.2862582, 0.5106974
12292, -0.0520020, -0.0451660, 0.9072266, -2.7756023, 3.2819447, 0.5106463
9784, -0.0495605, -0.0463867, 0.9082032, -2.7746176, 3.2751328, 0.5093824
9764, -0.0605469, -0.0422363, 0.9052735, -2.7697732, 3.2827413, 0.5082712
9776, -0.0566406, -0.0449219, 0.9069825, -2.7681772, 3.2865228, 0.5083813
9776, -0.0559082, -0.0437012, 0.9121094, -2.7660992, 3.2869229, 0.5098544
9756, -0.0568848, -0.0468750, 0.9108887, -2.7662098, 3.2871310, 0.5092664
9756, -0.0551758, -0.0458984, 0.9082032, -2.7652771, 3.2867619, 0.5096404
12288, -0.0549316, -0.0441895, 0.9011231, -2.7631943, 3.2876889, 0.5082500
9808, -0.0532227, -0.0407715, 0.9038086, -2.7565569, 3.2869591, 0.5079369
9768, -0.0527344, -0.0478516, 0.9116211, -2.7588076, 3.2842731, 0.5074363
9780, -0.0527344, -0.0495605, 0.9174805, -2.7616848, 3.2804627, 0.5064362
9760, -0.0634766, -0.0517578, 0.9113770, -2.7665421, 3.2912387, 0.5062214
9784, -0.0556641, -0.0493164, 0.9069825, -2.7698378, 3.2929694, 0.5057709
9756, -0.0568848, -0.0498047, 0.9113770, -2.7733013, 3.2957317, 0.5028276
12316, -0.0559082, -0.0493164, 0.9047852, -2.7776489, 3.2970504, 0.5033261
9788, -0.0512695, -0.0466309, 0.9130860, -2.7775819, 3.2935998, 0.5020622
9760, -0.0554199, -0.0480957, 0.9072266, -2.7792043, 3.2945642, 0.5004930
9756, -0.0593262, -0.0476074, 0.9069825, -2.7794644, 3.3007276, 0.4993554
9760, -0.0578613, -0.0393066, 0.9038086, -2.7705242, 3.3069350, 0.4983552
9752, -0.0522461, -0.0485840, 0.9172364, -2.7730591, 3.3039066, 0.4995340
29144, -0.0534668, -0.0441895, 0.9033204, -2.7695608, 3.3023812, 0.4977050
9828, -0.0529785, -0.0478516, 0.9113770, -2.7709498, 3.2964155, 0.4983299
9796, -0.0578613, -0.0473633, 0.9116211, -2.7696909, 3.3015501, 0.4981542
9800, -0.0622559, -0.0473633, 0.9130860, -2.7715148, 3.3099775, 0.4979589
9800, -0.0576172, -0.0451660, 0.9050293, -2.7685704, 3.3135688, 0.4987451
9788, -0.0541992, -0.0407715, 0.9082032, -2.7613861, 3.3138561, 0.4999238
9796, -0.0568848, -0.0449219, 0.9150391, -2.7586047, 3.3150897, 0.4962172
12340, -0.0605469, -0.0500488, 0.9067383, -2.7633526, 3.3213686, 0.4959829
9808, -0.0568848, -0.0437012, 0.9116211, -2.7591905, 3.3222732, 0.4964942
9780, -0.0566406, -0.0520020, 0.9052735, -2.7661643, 3.3220400, 0.4985890
9736, -0.0549316, -0.0495605, 0.9082032, -2.7712204, 3.3213851, 0.4982411
9768, -0.0576172, -0.0495605, 0.9099122, -2.7733650, 3.3227758, 0.4966719
9772, -0.0549316, -0.0419922, 0.9050293, -2.7682340, 3.3225665, 0.4947099
9764, -0.0561523, -0.0424805, 0.9042969, -2.7639381, 3.3244328, 0.4943620
12320, -0.0573730, -0.0451660, 0.9118653, -2.7619800, 3.3263447, 0.4943066
9812, -0.0603027, -0.0498047, 0.9121094, -2.7640063, 3.3311445, 0.4967416
9760, -0.0510254, -0.0524902, 0.8996582, -2.7724995, 3.3251094, 0.4971570
9752, -0.0622559, -0.0449219, 0.9079590, -2.7692332, 3.3345673, 0.4972561
9784, -0.0554199, -0.0422363, 0.9079590, -2.7636926, 3.3365943, 0.4977131
9772, -0.0559082, -0.0485840, 0.9135743, -2.7665767, 3.3364946, 0.4976748
17360, -0.0598145, -0.0454102, 0.9062500, -2.7659780, 3.3431067, 0.4961411
14608, -0.0541992, -0.0463867, 0.9067383, -2.7658855, 3.3440079, 0.4958482
9864, -0.0488281, -0.0517578, 0.9082032, -2.7729916, 3.3348124, 0.4948481
9796, -0.0593262, -0.0441895, 0.9086915, -2.7694759, 3.3374090, 0.4943475
9804, -0.0585937, -0.0427246, 0.9018555, -2.7659425, 3.3419089, 0.4930726
9800, -0.0512695, -0.0463867, 0.9055176, -2.7657046, 3.3383326, 0.4928969
9780, -0.0556641, -0.0397949, 0.9104004, -2.7575335, 3.3395903, 0.4933538
9764, -0.0544434, -0.0549316, 0.9069825, -2.7684299, 3.3364965, 0.4927659
12336, -0.0517578, -0.0461426, 0.9096680, -2.7674407, 3.3299453, 0.4903332
9800, -0.0605469, -0.0456543, 0.9072266, -2.7669770, 3.3358967, 0.4895273
9780, -0.0544434, -0.0466309, 0.9060059, -2.7692933, 3.3354797, 0.4885687
9752, -0.0549316, -0.0417480, 0.9128418, -2.7640271, 3.3341755, 0.4902055
9764, -0.0549316, -0.0441895, 0.9047852, -2.7607712, 3.3334672, 0.4903046
9768, -0.0520020, -0.0490723, 0.9030762, -2.7653982, 3.3312506, 0.4901093
9748, -0.0595703, -0.0461426, 0.9082032, -2.7645049, 3.3363454, 0.4908302
12328, -0.0529785, -0.0451660, 0.9052735, -2.7624940, 3.3325879, 0.4897757
9800, -0.0561523, -0.0476074, 0.9145508, -2.7625644, 3.3321852, 0.4894626
9784, -0.0529785, -0.0446777, 0.9108887, -2.7605102, 3.3277966, 0.4900307
9752, -0.0563965, -0.0397949, 0.9145508, -2.7517602, 3.3293135, 0.4898355
9776, -0.0534668, -0.0468750, 0.9116211, -2.7517101, 3.3273158, 0.4899456
9780, -0.0515137, -0.0454102, 0.9118653, -2.7503533, 3.3216886, 0.4900447
12332, -0.0556641, -0.0468750, 0.9018555, -2.7501058, 3.3218548, 0.4899936
9800, -0.0554199, -0.0463867, 0.9042969, -2.7505779, 3.3227853, 0.4914583
9768, -0.0524902, -0.0473633, 0.9077149, -2.7518820, 3.3195009, 0.4892215
9760, -0.0544434, -0.0432129, 0.9077149, -2.7497413, 3.3171353, 0.4888735
9788, -0.0554199, -0.0397949, 0.9125977, -2.7407233, 3.3164429, 0.4878734
9768, -0.0573730, -0.0495605, 0.9086915, -2.7446169, 3.3191666, 0.4874229
9772, -0.0532227, -0.0505371, 0.9082032, -2.7497236, 3.3184113, 0.4895177
12328, -0.0549316, -0.0375977, 0.9086915, -2.7388412, 3.3191890, 0.4889170
9812, -0.0583496, -0.0485840, 0.9133301, -2.7408809, 3.3224875, 0.4901154
9756, -0.0568848, -0.0502930, 0.9045411, -2.7460713, 3.3240613, 0.4902255
9772, -0.0498047, -0.0429687, 0.9035645, -2.7415342, 3.3215463, 0.4904882
9772, -0.0532227, -0.0446777, 0.9055176, -2.7403337, 3.3198175, 0.4893770
9776, -0.0563965, -0.0505371, 0.9147950, -2.7457480, 3.3189318, 0.4890639
9756, -0.0573730, -0.0446777, 0.9118653, -2.7434372, 3.3232824, 0.4908534
19660, -0.0617676, -0.0581055, 0.9187012, -2.7527475, 3.3288528, 0.4904629
9836, -0.0563965, -0.0336914, 0.9008790, -2.7439606, 3.3304297, 0.4878249
9780, -0.0463867, -0.0505371, 0.9040528, -2.7456185, 3.3199868, 0.4884737
9792, -0.0422363, -0.0625000, 0.9064942, -2.7665054, 3.3022916, 0.4890418
9776, -0.0554199, -0.0397949, 0.9116211, -2.7596204, 3.3014090, 0.4888465
9776, -0.0573730, -0.0390625, 0.9123536, -2.7512800, 3.3084239, 0.4892620
9780, -0.0549316, -0.0620117, 0.9062500, -2.7674961, 3.3066444, 0.4882618
12312, -0.0573730, -0.0434570, 0.9108887, -2.7629666, 3.3066077, 0.4893100
9788, -0.0505371, -0.0541992, 0.9008790, -2.7728853, 3.3023860, 0.4891148
9756, -0.0493164, -0.0498047, 0.9077149, -2.7764418, 3.2950232, 0.4905879
9768, -0.0532227, -0.0468750, 0.9106446, -2.7753582, 3.2944889, 0.4898626
9780, -0.0554199, -0.0405273, 0.9111329, -2.7675411, 3.2952415, 0.4898200
9784, -0.0522461, -0.0466309, 0.9118653, -2.7685880, 3.2912735, 0.4899302
9776, -0.0593262, -0.0483398, 0.9016114, -2.7721290, 3.2976531, 0.4898876
12320, -0.0559082, -0.0458984, 0.9035645, -2.7708864, 3.2981829, 0.4900197
17420, -0.0505371, -0.0422363, 0.9104004, -2.7646703, 3.2915797, 0.4882943
12068, -0.0554199, -0.0454102, 0.9121094, -2.7634155, 3.2900071, 0.4894230
9856, -0.0585937, -0.0473633, 0.9025879, -2.7640016, 3.2941119, 0.4893847
9796, -0.0485840, -0.0473633, 0.9174805, -2.7666223, 3.2857182, 0.4873575
9816, -0.0576172, -0.0446777, 0.9069825, -2.7628188, 3.2886109, 0.4869069
12344, -0.0537109, -0.0471191, 0.8999024, -2.7644865, 3.2896864, 0.4892333
9816, -0.0539551, -0.0366211, 0.9028321, -2.7515084, 3.2900674, 0.4875113
9772, -0.0571289, -0.0400391, 0.9101563, -2.7427797, 3.2944126, 0.4874730
9764, -0.0539551, -0.0507812, 0.9165040, -2.7464578, 3.2902092, 0.4856485
9764, -0.0541992, -0.0415039, 0.9089356, -2.7405157, 3.2893354, 0.4859375
9768, -0.0510254, -0.0478516, 0.9123536, -2.7420105, 3.2846417, 0.4856244
9780, -0.0527344, -0.0449219, 0.9111329, -2.7384130, 3.2820770, 0.4849712
12336, -0.0544434, -0.0485840, 0.9123536, -2.7422220, 3.2821695, 0.4858361
9816, -0.0600586, -0.0485840, 0.9079590, -2.7437639, 3.2882161, 0.4867096
9752, -0.0522461, -0.0537109, 0.9016114, -2.7533154, 3.2825007, 0.4886518
9772, -0.0585937, -0.0476074, 0.9094239, -2.7543978, 3.2890625, 0.4884760
9748, -0.0620117, -0.0466309, 0.9096680, -2.7557256, 3.2959740, 0.4870594
9752, -0.0612793, -0.0446777, 0.9118653, -2.7539014, 3.3035001, 0.4873222
9780, -0.0556641, -0.0439453, 0.9108887, -2.7510068, 3.3047420, 0.4872797
12324, -0.0554199, -0.0478516, 0.9130860, -2.7521617, 3.3055422, 0.4866790
9808, -0.0546875, -0.0480957, 0.9060059, -2.7540078, 3.3052976, 0.4860910
9736, -0.0517578, -0.0456543, 0.9057618, -2.7540912, 3.3005566, 0.4866592
9764, -0.0605469, -0.0441895, 0.9008790, -2.7516109, 3.3076953, 0.4869219
9768, -0.0544434, -0.0437012, 0.9145508, -2.7488696, 3.3065638, 0.4856470
9768, -0.0563965, -0.0361328, 0.9030762, -2.7365462, 3.3089942, 0.4854517
9780, -0.0480957, -0.0502930, 0.9069825, -2.7422089, 3.2996530, 0.4854135
12320, -0.0603027, -0.0468750, 0.9035645, -2.7433984, 3.3052761, 0.4845643
9800, -0.0561523, -0.0480957, 0.9116211, -2.7449529, 3.3049292, 0.4826896
9772, -0.0561523, -0.0522461, 0.9023438, -2.7520227, 3.3050694, 0.4833384
9764, -0.0559082, -0.0437012, 0.9013672, -2.7477321, 3.3066642, 0.4820744
9772, -0.0551758, -0.0480957, 0.9101563, -2.7496428, 3.3071730, 0.4814211
9772, -0.0510254, -0.0510254, 0.9143067, -2.7548675, 3.3018002, 0.4809706
9744, -0.0532227, -0.0466309, 0.9094239, -2.7557463, 3.3005545, 0.4814819
12312, -0.0522461, -0.0485840, 0.9152832, -2.7577619, 3.2941117, 0.4816030
9820, -0.0585937, -0.0559082, 0.9118653, -2.7709133, 3.2966117, 0.4811025
9764, -0.0566406, -0.0427246, 0.9082032, -2.7657248, 3.2997369, 0.4819759
9764, -0.0603027, -0.0478516, 0.9121094, -2.7682080, 3.3053491, 0.4811132
9768, -0.0612793, -0.0432129, 0.9130860, -2.7628531, 3.3130059, 0.4825973
9776, -0.0573730, -0.0454102, 0.9121094, -2.7606019, 3.3166570, 0.4830128
19416, -0.0588379, -0.0502930, 0.9096680, -2.7627940, 3.3235707, 0.4817716
9808, -0.0559082, -0.0510254, 0.9111329, -2.7683639, 3.3231468, 0.4800497
9792, -0.0563965, -0.0456543, 0.9057618, -2.7659554, 3.3222279, 0.4806984
9800, -0.0559082, -0.0456543, 0.9033204, -2.7651009, 3.3236939, 0.4813233
9788, -0.0473633, -0.0466309, 0.9157715, -2.7661509, 3.3131520, 0.4803232
9804, -0.0578613, -0.0437012, 0.9033204, -2.7624609, 3.3153212, 0.4797353
9800, -0.0590820, -0.0461426, 0.9072266, -2.7608110, 3.3191757, 0.4810667
63868, -0.0563965, -0.0483398, 0.9177247, -2.7641320, 3.3128147, 0.4837256
9828, -0.0546875, -0.0495605, 0.9099122, -2.7658479, 3.3107399, 0.4826144
9760, -0.0583496, -0.0437012, 0.9038086, -2.7627842, 3.3145868, 0.4827135
9776, -0.0493164, -0.0463867, 0.9084473, -2.7622923, 3.3064243, 0.4824987
69292, -0.0544434, -0.0507812, 0.9035645, -2.7593834, 3.3044793, 0.4655986
12060, -0.0517578, -0.0473633, 0.9160157, -2.7605550, 3.3022117, 0.4655475
9880, -0.0522461, -0.0454102, 0.9128418, -2.7575433, 3.2970862, 0.4649969
62292, -0.0559082, -0.0434570, 0.9038086, -2.7651865, 3.2865481, 0.4514811
9796, -0.0578613, -0.0532227, 0.9082032, -2.7719798, 3.2887425, 0.4503435
9756, -0.0546875, -0.0458984, 0.9035645, -2.7713518, 3.2882232, 0.4513043
9780, -0.0534668, -0.0468750, 0.9133301, -2.7699320, 3.2863221, 0.4512660
9772, -0.0559082, -0.0439453, 0.9125977, -2.7666118, 3.2856862, 0.4518342
9780, -0.0581055, -0.0498047, 0.9069825, -2.7710094, 3.2908117, 0.4527577
9740, -0.0573730, -0.0468750, 0.9125977, -2.7710549, 3.2930905, 0.4518712
12276, -0.0627441, -0.0534668, 0.9133301, -2.7750730, 3.3012962, 0.4523697
9812, -0.0515137, -0.0388184, 0.9096680, -2.7715880, 3.2970283, 0.4498581
9764, -0.0498047, -0.0424805, 0.8979493, -2.7644946, 3.2926476, 0.4459725
9776, -0.0405273, -0.0712891, 0.9030762, -2.7951347, 3.2736670, 0.4460826
9764, -0.0527344, -0.0415039, 0.9101563, -2.7893750, 3.2720184, 0.4470061
9760, -0.0585937, -0.0341797, 0.9082032, -2.7743515, 3.2792165, 0.4463529
9776, -0.0507812, -0.0556641, 0.9038086, -2.7850432, 3.2735381, 0.4463146
12284, -0.0622559, -0.0424805, 0.9099122, -2.7787597, 3.2828478, 0.4438776
9820, -0.0476074, -0.0253906, 0.8845215, -2.7594473, 3.2757306, 0.4420030
9756, -0.0441895, -0.0571289, 0.9118653, -2.7684493, 3.2649827, 0.4414151
9788, -0.0480957, -0.0537109, 0.9157715, -2.7775871, 3.2540764, 0.4413725
9772, -0.0656738, -0.0292969, 0.9204102, -2.7557740, 3.2682323, 0.4416090
9768, -0.0478516, -0.0622559, 0.8991700, -2.7755184, 3.2613196, 0.4398828
9788, -0.0520020, -0.0258789, 0.9052735, -2.7517595, 3.2597398, 0.4402567
12272, -0.0644531, -0.0463867, 0.9130860, -2.7508618, 3.2713909, 0.4402099
9816, -0.0563965, -0.0473633, 0.9101563, -2.7520592, 3.2765965, 0.4397593
9784, -0.0493164, -0.0493164, 0.9086915, -2.7564156, 3.2708086, 0.4378652
9776, -0.0495605, -0.0498047, 0.8996582, -2.7609257, 3.2628509, 0.4390635
9752, -0.0603027, -0.0466309, 0.9074707, -2.7609980, 3.2685625, 0.4379523
9752, -0.0493164, -0.0505371, 0.9113770, -2.7666490, 3.2624151, 0.4379139
12300, -0.0549316, -0.0471191, 0.9042969, -2.7653808, 3.2612905, 0.4364693
9804, -0.0546875, -0.0498047, 0.9006348, -2.7709264, 3.2601170, 0.4368848
9744, -0.0480957, -0.0441895, 0.9145508, -2.7675070, 3.2520694, 0.4375335
9768, -0.0478516, -0.0432129, 0.9011231, -2.7642712, 3.2460770, 0.4367276
9788, -0.0566406, -0.0446777, 0.9055176, -2.7622771, 3.2480208, 0.4368377
9768, -0.0568848, -0.0463867, 0.9064942, -2.7618350, 3.2506251, 0.4367951
9772, -0.0566406, -0.0495605, 0.9052735, -2.7643475, 3.2553806, 0.4371690
12304, -0.0480957, -0.0466309, 0.9074707, -2.7630920, 3.2474792, 0.4374581
9804, -0.0500488, -0.0434570, 0.9062500, -2.7589397, 3.2441945, 0.4363468
9748, -0.0561523, -0.0461426, 0.9052735, -2.7564406, 3.2474477, 0.4363042
9776, -0.0573730, -0.0456543, 0.9047852, -2.7565596, 3.2522480, 0.4372278
9768, -0.0544434, -0.0541992, 0.9069825, -2.7666771, 3.2524750, 0.4364219
9772, -0.0537109, -0.0493164, 0.9116211, -2.7688646, 3.2497799, 0.4361087
9772, -0.0590820, -0.0454102, 0.9104004, -2.7670886, 3.2564988, 0.4362298
19640, -0.0522461, -0.0446777, 0.9147950, -2.7668669, 3.2562363, 0.4341185
9848, -0.0612793, -0.0473633, 0.9118653, -2.7677688, 3.2635314, 0.4332557
9820, -0.0583496, -0.0468750, 0.9079590, -2.7703208, 3.2680358, 0.4345872
9776, -0.0517578, -0.0473633, 0.9052735, -2.7737929, 3.2656064, 0.4351553
9800, -0.0507812, -0.0539551, 0.9106446, -2.7834732, 3.2586669, 0.4367659
9796, -0.0578613, -0.0505371, 0.9130860, -2.7879619, 3.2628021, 0.4370286
67392, -0.0507812, -0.0500488, 0.9101563, -2.7977275, 3.2579920, 0.4346629
14620, -0.0559082, -0.0451660, 0.9096680, -2.7950830, 3.2608788, 0.4343895
9852, -0.0507812, -0.0451660, 0.9045411, -2.7923476, 3.2564582, 0.4339390
9792, -0.0561523, -0.0415039, 0.9116211, -2.7858827, 3.2574002, 0.4343544
9804, -0.0532227, -0.0454102, 0.9035645, -2.7837319, 3.2552411, 0.4340065
9816, -0.0515137, -0.0507812, 0.9052735, -2.7882530, 3.2508645, 0.4338308
9768, -0.0537109, -0.0478516, 0.9045411, -2.7891838, 3.2524836, 0.4345516
9776, -0.0532227, -0.0454102, 0.9118653, -2.7872483, 3.2506155, 0.4364938
12336, -0.0581055, -0.0480957, 0.9104004, -2.7906596, 3.2537109, 0.4384580
9776, -0.0585937, -0.0529785, 0.9072266, -2.7968621, 3.2559180, 0.4364307
9760, -0.0554199, -0.0463867, 0.9152832, -2.7954804, 3.2579631, 0.4369420
9768, -0.0559082, -0.0427246, 0.9091797, -2.7903866, 3.2609128, 0.4382735
9768, -0.0622559, -0.0490723, 0.9089356, -2.7925374, 3.2699093, 0.4374107
9776, -0.0466309, -0.0454102, 0.9104004, -2.7908561, 3.2607631, 0.4368228
12320, -0.0534668, -0.0522461, 0.9113770, -2.7978904, 3.2590463, 0.4354893
9808, -0.0534668, -0.0510254, 0.9116211, -2.8020994, 3.2590754, 0.4354425
9772, -0.0515137, -0.0405273, 0.9108887, -2.7942564, 3.2559993, 0.4344424
9780, -0.0556641, -0.0471191, 0.9067383, -2.7929036, 3.2584090, 0.4339417
9764, -0.0544434, -0.0451660, 0.9047852, -2.7891840, 3.2584261, 0.4340409
9752, -0.0520020, -0.0449219, 0.9108887, -2.7855947, 3.2568731, 0.4336929
9772, -0.0505371, -0.0483398, 0.9013672, -2.7860493, 3.2530903, 0.4321237
12308, -0.0578613, -0.0434570, 0.9042969, -2.7821927, 3.2582426, 0.4346374
9824, -0.0566406, -0.0446777, 0.9084473, -2.7808759, 3.2616789, 0.4323049
9760, -0.0527344, -0.0466309, 0.9089356, -2.7799441, 3.2608189, 0.4324039
9760, -0.0551758, -0.0478516, 0.9101563, -2.7816698, 3.2601666, 0.4322087
9776, -0.0559082, -0.0502930, 0.9130860, -2.7854280, 3.2624228, 0.4326241
9760, -0.0588379, -0.0444336, 0.9125977, -2.7834165, 3.2677922, 0.4346469
9780, -0.0534668, -0.0427246, 0.9138184, -2.7791969, 3.2662572, 0.4352150
12328, -0.0524902, -0.0495605, 0.9069825, -2.7846567, 3.2641210, 0.4335719
9796, -0.0537109, -0.0427246, 0.9099122, -2.7787671, 3.2632308, 0.4329840
9768, -0.0529785, -0.0488281, 0.9060059, -2.7838506, 3.2625141, 0.4329414
9764, -0.0588379, -0.0456543, 0.9101563, -2.7798068, 3.2682406, 0.4330405
9744, -0.0549316, -0.0400391, 0.9125977, -2.7719001, 3.2678756, 0.4318181
9768, -0.0498047, -0.0419922, 0.9079590, -2.7666440, 3.2636060, 0.4335661
9756, -0.0541992, -0.0527344, 0.9057618, -2.7731196, 3.2642443, 0.4326075
12324, -0.0539551, -0.0444336, 0.9138184, -2.7698371, 3.2642929, 0.4303580
9820, -0.0515137, -0.0500488, 0.9084473, -2.7736027, 3.2618348, 0.4304791
9764, -0.0512695, -0.0456543, 0.9064942, -2.7738966, 3.2586324, 0.4304408
9772, -0.0603027, -0.0493164, 0.9133301, -2.7759325, 3.2654337, 0.4307035
9772, -0.0561523, -0.0451660, 0.9052735, -2.7760648, 3.2681384, 0.4314897
9772, -0.0595703, -0.0527344, 0.9042969, -2.7828457, 3.2735476, 0.4300731
9756, -0.0588379, -0.0512695, 0.9155274, -2.7879974, 3.2786126, 0.4286565
12336, -0.0590820, -0.0510254, 0.9055176, -2.7929406, 3.2844297, 0.4278726
9788, -0.0515137, -0.0495605, 0.9084473, -2.7973566, 3.2813322, 0.4270667
9772, -0.0546875, -0.0410156, 0.9025879, -2.7907192, 3.2820308, 0.4260665
9760, -0.0598145, -0.0461426, 0.9089356, -2.7900693, 3.2890341, 0.4261877
9772, -0.0554199, -0.0407715, 0.9001465, -2.7824306, 3.2918684, 0.4265616
9764, -0.0590820, -0.0546875, 0.9057618, -2.7904238, 3.2962856, 0.4266607
19628, -0.0563965, -0.0422363, 0.9057618, -2.7854232, 3.2984209, 0.4281023
9840, -0.0524902, -0.0449219, 0.9150391, -2.7822518, 3.2971284, 0.4269910
17360, -0.0554199, -0.0427246, 0.9096680, -2.7785234, 3.2967493, 0.4258805
12092, -0.0488281, -0.0446777, 0.9130860, -2.7752041, 3.2916800, 0.4247302
9892, -0.0500488, -0.0544434, 0.9072266, -2.7838735, 3.2864630, 0.4271304
9800, -0.0546875, -0.0480957, 0.9106446, -2.7850613, 3.2857131, 0.4263244
9832, -0.0559082, -0.0432129, 0.9096680, -2.7782928, 3.2867386, 0.4258739
12344, -0.0563965, -0.0476074, 0.9106446, -2.7803149, 3.2896065, 0.4252732
9796, -0.0566406, -0.0483398, 0.9116211, -2.7822885, 3.2923812, 0.4258413
9776, -0.0568848, -0.0478516, 0.9104004, -2.7834041, 3.2950625, 0.4250354
9760, -0.0568848, -0.0432129, 0.9157715, -2.7773733, 3.2967722, 0.4259590
9784, -0.0656738, -0.0312500, 0.9174805, -2.7552142, 3.3071765, 0.4277484
9780, -0.0429687, -0.0327148, 0.8969727, -2.7445850, 3.2925968, 0.4274005
9768, -0.0554199, -0.0695801, 0.9182129, -2.7693214, 3.2893083, 0.4270526
