deltaT, accX, accY, accZ, thetaX, thetaY, thetaZ
9812, -0.0502930, -0.0449219, 0.9101563, -2.7316544, 3.2985548, 0.3145248
9788, -0.0549316, -0.0441895, 0.9150391, -2.7299077, 3.2963247, 0.3141769
12364, -0.0561523, -0.0510254, 0.9099122, -2.7375364, 3.2951114, 0.3128434
9816, -0.0573730, -0.0412598, 0.9096680, -2.7325148, 3.2991459, 0.3120375
9760, -0.0527344, -0.0490723, 0.9121094, -2.7368762, 3.2958219, 0.3103503
9776, -0.0588379, -0.0463867, 0.9050293, -2.7367644, 3.3000681, 0.3096971
9748, -0.0527344, -0.0444336, 0.9045411, -2.7358264, 3.2979359, 0.3103458
9784, -0.0502930, -0.0463867, 0.9101563, -2.7360813, 3.2923064, 0.3109139
9772, -0.0610352, -0.0500488, 0.9062500, -2.7398197, 3.2993342, 0.3091919
12352, -0.0566406, -0.0478516, 0.9125977, -2.7431306, 3.2983162, 0.3093241
9812, -0.0593262, -0.0471191, 0.9130860, -2.7425236, 3.3018486, 0.3092815
9776, -0.0524902, -0.0468750, 0.9057618, -2.7444639, 3.2999517, 0.3096554
9760, -0.0563965, -0.0495605, 0.9104004, -2.7480854, 3.3008825, 0.3083915
9740, -0.0571289, -0.0463867, 0.9104004, -2.7477240, 3.3034615, 0.3084906
9748, -0.0563965, -0.0483398, 0.9101563, -2.7490618, 3.3045907, 0.3096889
12328, -0.0527344, -0.0476074, 0.9055176, -2.7529027, 3.3014583, 0.3079890
9788, -0.0632324, -0.0432129, 0.9116211, -2.7490673, 3.3115179, 0.3087819
9804, -0.0544434, -0.0483398, 0.9067383, -2.7506976, 3.3093137, 0.3086061
9756, -0.0502930, -0.0505371, 0.9096680, -2.7559242, 3.3030779, 0.3076476
9756, -0.0617676, -0.0480957, 0.9101563, -2.7571682, 3.3117077, 0.3074718
9776, -0.0556641, -0.0476074, 0.9040528, -2.7599406, 3.3109261, 0.3089365
9748, -0.0515137, -0.0407715, 0.9077149, -2.7532567, 3.3068697, 0.3084860
12324, -0.0581055, -0.0446777, 0.9040528, -2.7529430, 3.3109889, 0.3088013
9780, -0.0517578, -0.0437012, 0.9040528, -2.7497613, 3.3068230, 0.3075374
9764, -0.0539551, -0.0441895, 0.9111329, -2.7465693, 3.3045744, 0.3087162
9788, -0.0578613, -0.0490723, 0.9096680, -2.7496807, 3.3076782, 0.3090901
9744, -0.0537109, -0.0500488, 0.9174805, -2.7529869, 3.3046560, 0.3083647
9744, -0.0515137, -0.0471191, 0.9182129, -2.7525932, 3.2992379, 0.3077768
9792, -0.0517578, -0.0451660, 0.9040528, -2.7504229, 3.2964079, 0.3088030
12300, -0.0554199, -0.0490723, 0.9045411, -2.7540965, 3.2973706, 0.3077553
9800, -0.0527344, -0.0449219, 0.9072266, -2.7529757, 3.2942726, 0.3057933
9788, -0.0527344, -0.0441895, 0.9050293, -2.7502696, 3.2903232, 0.3042240
9752, -0.0581055, -0.0507812, 0.9104004, -2.7553997, 3.2928843, 0.3029491
9760, -0.0488281, -0.0476074, 0.9047852, -2.7579121, 3.2870256, 0.3035740
9764, -0.0500488, -0.0515137, 0.9130860, -2.7640924, 3.2797324, 0.3032609
9752, -0.0541992, -0.0429687, 0.9030762, -2.7607800, 3.2811975, 0.3026077
12308, -0.0498047, -0.0437012, 0.9104004, -2.7585427, 3.2772941, 0.3018238
9796, -0.0556641, -0.0439453, 0.9011231, -2.7575821, 3.2800471, 0.3019339
9776, -0.0537109, -0.0441895, 0.9179688, -2.7538785, 3.2781844, 0.3015860
9776, -0.0559082, -0.0480957, 0.9069825, -2.7551558, 3.2788026, 0.3012729
9756, -0.0529785, -0.0473633, 0.9094239, -2.7569129, 3.2767338, 0.3030209
9772, -0.0522461, -0.0515137, 0.9030762, -2.7621555, 3.2713696, 0.3033099
9772, -0.0617676, -0.0495605, 0.9169922, -2.7645905, 3.2786555, 0.3039586
19664, -0.0578613, -0.0468750, 0.9135743, -2.7616491, 3.2820055, 0.2995266
9836, -0.0563965, -0.0458984, 0.9111329, -2.7623512, 3.2846975, 0.2979573
17404, -0.0524902, -0.0441895, 0.9094239, -2.7618088, 3.2849512, 0.2948578
12104, -0.0585937, -0.0456543, 0.9106446, -2.7593951, 3.2920517, 0.2927915
9900, -0.0541992, -0.0456543, 0.9125977, -2.7586562, 3.2909419, 0.2923409
9820, -0.0583496, -0.0500488, 0.9013672, -2.7631542, 3.2939803, 0.2912865
9820, -0.0500488, -0.0461426, 0.9099122, -2.7617020, 3.2884681, 0.2926180
12368, -0.0510254, -0.0427246, 0.9123536, -2.7584743, 3.2831256, 0.2942157
9832, -0.0537109, -0.0454102, 0.9118653, -2.7569942, 3.2818121, 0.2937652
9788, -0.0468750, -0.0471191, 0.9072266, -2.7586960, 3.2742092, 0.2922070
9764, -0.0515137, -0.0515137, 0.9011231, -2.7645916, 3.2703473, 0.2920312
9792, -0.0488281, -0.0446777, 0.9108887, -2.7630255, 3.2599883, 0.2909200
9760, -0.0505371, -0.0468750, 0.9138184, -2.7615087, 3.2545964, 0.2878588
12340, -0.0617676, -0.0437012, 0.9067383, -2.7559380, 3.2642126, 0.2867084
9804, -0.0583496, -0.0473633, 0.9067383, -2.7555031, 3.2664842, 0.2865327
9776, -0.0520020, -0.0427246, 0.9079590, -2.7502822, 3.2610654, 0.2861848
9752, -0.0610352, -0.0493164, 0.9074707, -2.7528755, 3.2699093, 0.2842228
9768, -0.0588379, -0.0463867, 0.9096680, -2.7520306, 3.2767255, 0.2841803
9760, -0.0563965, -0.0458984, 0.9130860, -2.7517688, 3.2766931, 0.2836797
9768, -0.0507812, -0.0478516, 0.9055176, -2.7545933, 3.2724232, 0.2824158
12328, -0.0627441, -0.0527344, 0.9169922, -2.7605454, 3.2802798, 0.2816319
9816, -0.0600586, -0.0473633, 0.9077149, -2.7609400, 3.2870292, 0.2809065
9740, -0.0505371, -0.0451660, 0.9086915, -2.7604267, 3.2824223, 0.2803559
9772, -0.0546875, -0.0405273, 0.9118653, -2.7506520, 3.2839696, 0.2797680
9760, -0.0573730, -0.0502930, 0.9082032, -2.7545704, 3.2886722, 0.2798671
9756, -0.0512695, -0.0490723, 0.9091797, -2.7587568, 3.2834639, 0.2803784
9768, -0.0549316, -0.0444336, 0.8996582, -2.7571511, 3.2852773, 0.2815572
12340, -0.0544434, -0.0483398, 0.9145508, -2.7587306, 3.2848157, 0.2787580
9804, -0.0563965, -0.0485840, 0.9050293, -2.7613832, 3.2866454, 0.2773415
9776, -0.0537109, -0.0429687, 0.9155274, -2.7579734, 3.2841029, 0.2766161
9784, -0.0522461, -0.0498047, 0.9104004, -2.7597098, 3.2815170, 0.2764014
9752, -0.0529785, -0.0412598, 0.9064942, -2.7530617, 3.2808048, 0.2755386
9756, -0.0563965, -0.0415039, 0.9064942, -2.7465841, 3.2840127, 0.2753434
9768, -0.0578613, -0.0456543, 0.9018555, -2.7466342, 3.2890176, 0.2750303
12312, -0.0541992, -0.0417480, 0.9050293, -2.7403361, 3.2912745, 0.2759673
9804, -0.0566406, -0.0458984, 0.9035645, -2.7418782, 3.2929654, 0.2753141
9768, -0.0581055, -0.0505371, 0.9091797, -2.7469632, 3.2971949, 0.2748636
9768, -0.0588379, -0.0454102, 0.9052735, -2.7448525, 3.3011257, 0.2756497
9776, -0.0532227, -0.0415039, 0.9118653, -2.7382771, 3.2976474, 0.2763705
9784, -0.0578613, -0.0454102, 0.9096680, -2.7367751, 3.3020651, 0.2763279
9764, -0.0588379, -0.0437012, 0.9094239, -2.7344412, 3.3074066, 0.2765907
12304, -0.0588379, -0.0493164, 0.9089356, -2.7378799, 3.3109748, 0.2756236
9808, -0.0585937, -0.0466309, 0.9138184, -2.7375998, 3.3144292, 0.2753105
9780, -0.0527344, -0.0500488, 0.9086915, -2.7422485, 3.3125720, 0.2735843
9772, -0.0529785, -0.0485840, 0.9077149, -2.7455468, 3.3083791, 0.2738208
9756, -0.0585937, -0.0485840, 0.9116211, -2.7495853, 3.3141310, 0.2737782
9784, -0.0493164, -0.0498047, 0.9096680, -2.7561800, 3.3056056, 0.2747018
12328, -0.0461426, -0.0412598, 0.9045411, -2.7514395, 3.2955167, 0.2730018
9820, -0.0603027, -0.0441895, 0.9079590, -2.7489132, 3.3018014, 0.2740628
9760, -0.0551758, -0.0476074, 0.9135743, -2.7503225, 3.3025062, 0.2731042
9768, -0.0505371, -0.0402832, 0.9030762, -2.7425889, 3.2992537, 0.2730659
9764, -0.0541992, -0.0524902, 0.9067383, -2.7505650, 3.2987542, 0.2715076
17340, -0.0539551, -0.0520020, 0.9128418, -2.7598764, 3.2967684, 0.2703971
12084, -0.0571289, -0.0458984, 0.9084473, -2.7575938, 3.3003191, 0.2715258
19716, -0.0561523, -0.0437012, 0.9094239, -2.7523202, 3.3017141, 0.2663067
9872, -0.0546875, -0.0454102, 0.9143067, -2.7526588, 3.2999510, 0.2665432
9824, -0.0517578, -0.0485840, 0.9045411, -2.7558917, 3.2935597, 0.2654319
9824, -0.0571289, -0.0485840, 0.9099122, -2.7570567, 3.2958943, 0.2664928
9788, -0.0576172, -0.0417480, 0.9074707, -2.7523221, 3.2998819, 0.2644655
9792, -0.0541992, -0.0490723, 0.9096680, -2.7550864, 3.2991795, 0.2645757
9784, -0.0573730, -0.0468750, 0.9123536, -2.7554404, 3.3019096, 0.2635755
12336, -0.0581055, -0.0451660, 0.9174805, -2.7513337, 3.3065533, 0.2638909
9800, -0.0603027, -0.0498047, 0.9182129, -2.7535605, 3.3125216, 0.2625005
9748, -0.0527344, -0.0437012, 0.9101563, -2.7502992, 3.3096804, 0.2609508
9752, -0.0539551, -0.0476074, 0.9082032, -2.7510182, 3.3103342, 0.2612135
9776, -0.0529785, -0.0437012, 0.9104004, -2.7471084, 3.3061971, 0.2610378
9752, -0.0554199, -0.0449219, 0.9116211, -2.7431857, 3.3047289, 0.2603193
9780, -0.0522461, -0.0432129, 0.9067383, -2.7419157, 3.3023893, 0.2593191
12328, -0.0541992, -0.0524902, 0.9035645, -2.7501118, 3.3015475, 0.2592723
9808, -0.0571289, -0.0446777, 0.9040528, -2.7493853, 3.3034801, 0.2575851
9760, -0.0559082, -0.0476074, 0.9133301, -2.7507688, 3.3043186, 0.2565307
9756, -0.0554199, -0.0473633, 0.9067383, -2.7520892, 3.3040328, 0.2566298
9780, -0.0554199, -0.0468750, 0.9016114, -2.7519016, 3.3040690, 0.2575032
9756, -0.0544434, -0.0498047, 0.9099122, -2.7558302, 3.3016991, 0.2560909
9752, -0.0556641, -0.0473633, 0.9042969, -2.7552304, 3.3036477, 0.2566590
12308, -0.0539551, -0.0463867, 0.9072266, -2.7557342, 3.3056287, 0.2566037
9816, -0.0517578, -0.0417480, 0.9111329, -2.7501094, 3.3016846, 0.2582142
9772, -0.0573730, -0.0451660, 0.9099122, -2.7482454, 3.3046898, 0.2567976
9764, -0.0517578, -0.0429687, 0.9060059, -2.7443590, 3.3006162, 0.2571715
9764, -0.0593262, -0.0437012, 0.9028321, -2.7399685, 3.3050003, 0.2572926
9768, -0.0534668, -0.0537109, 0.9104004, -2.7509508, 3.3034486, 0.2576665
12284, -0.0590820, -0.0476074, 0.9069825, -2.7516646, 3.3086905, 0.2569480
9780, -0.0549316, -0.0495605, 0.9042969, -2.7560265, 3.3080186, 0.2564975
9756, -0.0568848, -0.0410156, 0.9047852, -2.7485225, 3.3100826, 0.2564549
9764, -0.0571289, -0.0466309, 0.9089356, -2.7482550, 3.3105447, 0.2557296
9764, -0.0507812, -0.0446777, 0.9089356, -2.7482123, 3.3051335, 0.2564504
9776, -0.0546875, -0.0488281, 0.9113770, -2.7525708, 3.3054237, 0.2564121
9776, -0.0537109, -0.0485840, 0.9108887, -2.7554824, 3.3028862, 0.2556935
12308, -0.0529785, -0.0520020, 0.9096680, -2.7627167, 3.2991573, 0.2550928
9788, -0.0583496, -0.0463867, 0.9089356, -2.7630188, 3.3025262, 0.2549171
9760, -0.0507812, -0.0510254, 0.9123536, -2.7689783, 3.2960603, 0.2551799
9776, -0.0556641, -0.0476074, 0.9020997, -2.7692723, 3.2968091, 0.2545919
9756, -0.0537109, -0.0441895, 0.9096680, -2.7645683, 3.2951495, 0.2563925
9784, -0.0561523, -0.0437012, 0.9067383, -2.7602787, 3.2964520, 0.2551175
9772, -0.0573730, -0.0410156, 0.9147950, -2.7517471, 3.2997500, 0.2553540
12316, -0.0532227, -0.0456543, 0.9108887, -2.7526934, 3.2974312, 0.2549365
9828, -0.0568848, -0.0468750, 0.9128418, -2.7531189, 3.3011186, 0.2552256
9780, -0.0529785, -0.0478516, 0.9086915, -2.7548668, 3.2995624, 0.2560117
9776, -0.0568848, -0.0488281, 0.9121094, -2.7578821, 3.3031077, 0.2561218
9772, -0.0607910, -0.0437012, 0.9042969, -2.7532043, 3.3108184, 0.2556713
9768, -0.0532227, -0.0478516, 0.9113770, -2.7550709, 3.3084309, 0.2554565
9776, -0.0546875, -0.0485840, 0.9035645, -2.7569136, 3.3071854, 0.2566549
19944, -0.0590820, -0.0458984, 0.9133301, -2.7545647, 3.3127007, 0.2602339
12068, -0.0524902, -0.0480957, 0.9113770, -2.7575383, 3.3102223, 0.2595831
9864, -0.0488281, -0.0500488, 0.9052735, -2.7628197, 3.3040046, 0.2592700
9764, -0.0429687, -0.0502930, 0.9023438, -2.7684409, 3.2921051, 0.2596854
9800, -0.0549316, -0.0485840, 0.9116211, -2.7704610, 3.2915997, 0.2603342
9816, -0.0498047, -0.0463867, 0.9064942, -2.7699005, 3.2857558, 0.2599514
9780, -0.0410156, -0.0422363, 0.9128418, -2.7642395, 3.2694778, 0.2610124
19668, -0.0559082, -0.0520020, 0.9052735, -2.7688426, 3.2714781, 0.2600613
9820, -0.0473633, -0.0468750, 0.9094239, -2.7679183, 3.2653021, 0.2616719
9804, -0.0495605, -0.0502930, 0.9016114, -2.7733888, 3.2576127, 0.2626327
9804, -0.0588379, -0.0449219, 0.9096680, -2.7701981, 3.2651431, 0.2627318
9804, -0.0446777, -0.0463867, 0.9121094, -2.7713561, 3.2522597, 0.2624187
9816, -0.0539551, -0.0434570, 0.9130860, -2.7667605, 3.2516186, 0.2614601
9796, -0.0593262, -0.0468750, 0.9064942, -2.7668170, 3.2570395, 0.2608068
12308, -0.0527344, -0.0424805, 0.8991700, -2.7629077, 3.2554492, 0.2605726
9804, -0.0563965, -0.0498047, 0.9064942, -2.7660894, 3.2579758, 0.2608353
9760, -0.0610352, -0.0454102, 0.9047852, -2.7639048, 3.2668476, 0.2603848
9768, -0.0541992, -0.0480957, 0.9111329, -2.7634990, 3.2646920, 0.2616815
9768, -0.0576172, -0.0495605, 0.9167481, -2.7668416, 3.2684385, 0.2617806
9768, -0.0529785, -0.0480957, 0.9008790, -2.7693548, 3.2672610, 0.2617380
12328, -0.0563965, -0.0449219, 0.9074707, -2.7672986, 3.2680590, 0.2609541
9796, -0.0578613, -0.0490723, 0.9091797, -2.7692732, 3.2692487, 0.2613696
9776, -0.0554199, -0.0471191, 0.9079590, -2.7714784, 3.2682497, 0.2605068
9760, -0.0534668, -0.0483398, 0.9123536, -2.7730247, 3.2664299, 0.2586322
9788, -0.0534668, -0.0485840, 0.9118653, -2.7736792, 3.2638711, 0.2583191
9776, -0.0529785, -0.0517578, 0.9125977, -2.7807376, 3.2598228, 0.2588872
9768, -0.0590820, -0.0449219, 0.9118653, -2.7764258, 3.2666294, 0.2579287
12328, -0.0573730, -0.0446777, 0.9057618, -2.7721836, 3.2689321, 0.2591600
9804, -0.0517578, -0.0439453, 0.9091797, -2.7698254, 3.2640590, 0.2594228
9772, -0.0556641, -0.0446777, 0.9099122, -2.7675201, 3.2665870, 0.2584227
9772, -0.0576172, -0.0510254, 0.9077149, -2.7711691, 3.2701866, 0.2572002
9764, -0.0544434, -0.0476074, 0.9003907, -2.7732095, 3.2711806, 0.2559253
9756, -0.0544434, -0.0483398, 0.9147950, -2.7745525, 3.2722008, 0.2560244
9772, -0.0546875, -0.0444336, 0.9077149, -2.7725760, 3.2745077, 0.2547495
12312, -0.0571289, -0.0441895, 0.9167481, -2.7697658, 3.2754299, 0.2559808
9812, -0.0515137, -0.0488281, 0.9086915, -2.7720258, 3.2721712, 0.2567670
9780, -0.0549316, -0.0380859, 0.9033204, -2.7620754, 3.2730534, 0.2579457
9768, -0.0551758, -0.0417480, 0.9096680, -2.7559542, 3.2735562, 0.2591441
9772, -0.0527344, -0.0419922, 0.9177247, -2.7490382, 3.2709712, 0.2599370
9776, -0.0583496, -0.0468750, 0.9108887, -2.7480599, 3.2735142, 0.2592116
9756, -0.0500488, -0.0446777, 0.9099122, -2.7450153, 3.2691016, 0.2605431
12312, -0.0588379, -0.0437012, 0.9013672, -2.7393231, 3.2754907, 0.2593928
9808, -0.0571289, -0.0458984, 0.9079590, -2.7382154, 3.2779176, 0.2607243
9764, -0.0510254, -0.0427246, 0.9094239, -2.7346339, 3.2723500, 0.2616478
9768, -0.0524902, -0.0463867, 0.9033204, -2.7341363, 3.2688136, 0.2598232
9776, -0.0522461, -0.0429687, 0.9072266, -2.7313833, 3.2663683, 0.2596475
9792, -0.0551758, -0.0478516, 0.9035645, -2.7338714, 3.2681558, 0.2582309
9780, -0.0529785, -0.0463867, 0.9030762, -2.7363641, 3.2678489, 0.2565090
12336, -0.0534668, -0.0441895, 0.9062500, -2.7332484, 3.2648949, 0.2548091
9800, -0.0544434, -0.0388184, 0.9130860, -2.7248029, 3.2643024, 0.2552245
17356, -0.0527344, -0.0493164, 0.9116211, -2.7304179, 3.2626204, 0.2559723
12104, -0.0554199, -0.0495605, 0.9143067, -2.7344667, 3.2626264, 0.2555548
9876, -0.0539551, -0.0446777, 0.9047852, -2.7333807, 3.2630829, 0.2555165
9796, -0.0527344, -0.0437012, 0.9104004, -2.7319881, 3.2612278, 0.2556267
12408, -0.0527344, -0.0451660, 0.9030762, -2.7286946, 3.2613966, 0.2537851
9848, -0.0512695, -0.0478516, 0.9155274, -2.7310333, 3.2576205, 0.2541589
9792, -0.0568848, -0.0468750, 0.9084473, -2.7292919, 3.2614159, 0.2538459
9768, -0.0505371, -0.0468750, 0.9099122, -2.7304081, 3.2558953, 0.2533452
9768, -0.0534668, -0.0458984, 0.9069825, -2.7313871, 3.2536468, 0.2526920
9776, -0.0556641, -0.0424805, 0.9052735, -2.7291491, 3.2559342, 0.2515808
9776, -0.0517578, -0.0432129, 0.9089356, -2.7255094, 3.2542438, 0.2515425
19672, -0.0500488, -0.0463867, 0.9067383, -2.7273061, 3.2498164, 0.2526219
9832, -0.0583496, -0.0488281, 0.9055176, -2.7311789, 3.2558281, 0.2541060
9788, -0.0556641, -0.0437012, 0.9101563, -2.7286386, 3.2570443, 0.2534528
9808, -0.0595703, -0.0454102, 0.9042969, -2.7277159, 3.2628657, 0.2532771
9808, -0.0522461, -0.0490723, 0.9006348, -2.7320921, 3.2605705, 0.2529292
9792, -0.0578613, -0.0468750, 0.9077149, -2.7322576, 3.2647178, 0.2533446
9812, -0.0539551, -0.0378418, 0.9123536, -2.7218358, 3.2632107, 0.2526914
11980, -0.0615234, -0.0502930, 0.9086915, -2.7272486, 3.2724215, 0.2522739
9816, -0.0537109, -0.0415039, 0.9086915, -2.7216596, 3.2705881, 0.2522356
9772, -0.0500488, -0.0471191, 0.9086915, -2.7228074, 3.2657668, 0.2521888
9780, -0.0520020, -0.0473633, 0.9064942, -2.7246327, 3.2625794, 0.2514635
9772, -0.0541992, -0.0493164, 0.9074707, -2.7286732, 3.2624557, 0.2521842
9788, -0.0527344, -0.0466309, 0.9086915, -2.7279915, 3.2610578, 0.2509093
9768, -0.0559082, -0.0483398, 0.9099122, -2.7315266, 3.2627665, 0.2525419
64212, -0.0510254, -0.0473633, 0.9050293, -2.7439553, 3.2644970, 0.2532466
9804, -0.0590820, -0.0432129, 0.9057618, -2.7393944, 3.2699067, 0.2526587
9760, -0.0590820, -0.0446777, 0.9050293, -2.7358450, 3.2768874, 0.2529214
9752, -0.0583496, -0.0461426, 0.9062500, -2.7351238, 3.2817525, 0.2521155
9780, -0.0517578, -0.0495605, 0.9033204, -2.7399504, 3.2760403, 0.2526836
9760, -0.0512695, -0.0458984, 0.9086915, -2.7391984, 3.2714538, 0.2515461
9780, -0.0561523, -0.0480957, 0.9118653, -2.7408225, 3.2738611, 0.2498241
12292, -0.0554199, -0.0456543, 0.9106446, -2.7393014, 3.2748937, 0.2495703
9808, -0.0549316, -0.0437012, 0.9169922, -2.7362468, 3.2752377, 0.2496694
9784, -0.0568848, -0.0554199, 0.9128418, -2.7469124, 3.2745404, 0.2483945
9776, -0.0515137, -0.0412598, 0.9145508, -2.7405557, 3.2722306, 0.2465198
9776, -0.0541992, -0.0466309, 0.9072266, -2.7409501, 3.2713646, 0.2475460
9764, -0.0559082, -0.0463867, 0.9079590, -2.7403080, 3.2722289, 0.2465874
12260, -0.0620117, -0.0397949, 0.9111329, -2.7317605, 3.2819266, 0.2474524
9828, -0.0505371, -0.0478516, 0.9121094, -2.7357630, 3.2756032, 0.2482385
9772, -0.0522461, -0.0498047, 0.9064942, -2.7408177, 3.2714664, 0.2480237
9768, -0.0537109, -0.0488281, 0.9101563, -2.7455904, 3.2721574, 0.2488099
9756, -0.0598145, -0.0500488, 0.9064942, -2.7503952, 3.2782626, 0.2473932
9772, -0.0598145, -0.0390625, 0.9199219, -2.7422356, 3.2859506, 0.2484542
9772, -0.0512695, -0.0405273, 0.9125977, -2.7331197, 3.2811989, 0.2491750
12292, -0.0581055, -0.0532227, 0.9045411, -2.7417082, 3.2834348, 0.2489212
9812, -0.0666504, -0.0471191, 0.9074707, -2.7422323, 3.2992482, 0.2492951
9776, -0.0532227, -0.0410156, 0.9125977, -2.7351868, 3.2964658, 0.2460965
9780, -0.0512695, -0.0505371, 0.9121094, -2.7387144, 3.2925417, 0.2460539
9772, -0.0568848, -0.0510254, 0.9104004, -2.7431049, 3.2942481, 0.2452480
17316, -0.0561523, -0.0473633, 0.9123536, -2.7446939, 3.2968344, 0.2433588
12092, -0.0539551, -0.0483398, 0.9069825, -2.7473599, 3.2958900, 0.2401933
12352, -0.0534668, -0.0488281, 0.9104004, -2.7501792, 3.2920091, 0.2409318
9812, -0.0549316, -0.0485840, 0.9111329, -2.7538056, 3.2924814, 0.2417180
9808, -0.0510254, -0.0468750, 0.9072266, -2.7549815, 3.2886517, 0.2419545
9808, -0.0559082, -0.0473633, 0.9113770, -2.7557666, 3.2900605, 0.2403852
9768, -0.0578613, -0.0441895, 0.9055176, -2.7538940, 3.2948715, 0.2394266
9772, -0.0581055, -0.0476074, 0.9130860, -2.7549128, 3.2971358, 0.2390787
9756, -0.0527344, -0.0458984, 0.9077149, -2.7538335, 3.2934069, 0.2386281
12288, -0.0583496, -0.0468750, 0.9104004, -2.7526881, 3.2978215, 0.2404091
9784, -0.0563965, -0.0429687, 0.9089356, -2.7505488, 3.2991666, 0.2405303
9760, -0.0568848, -0.0510254, 0.9060059, -2.7564470, 3.3001246, 0.2402171
9732, -0.0546875, -0.0363770, 0.9079590, -2.7454669, 3.2982997, 0.2400219
9756, -0.0488281, -0.0446777, 0.9108887, -2.7441065, 3.2910938, 0.2405332
9768, -0.0529785, -0.0463867, 0.9060059, -2.7444477, 3.2900140, 0.2400827
9744, -0.0561523, -0.0461426, 0.9062500, -2.7441279, 3.2907855, 0.2412615
19608, -0.0532227, -0.0456543, 0.9057618, -2.7459735, 3.2903995, 0.2432112
9840, -0.0527344, -0.0505371, 0.9118653, -2.7506043, 3.2870361, 0.2439973
9796, -0.0600586, -0.0495605, 0.9121094, -2.7540907, 3.2912704, 0.2421032
9772, -0.0563965, -0.0441895, 0.9111329, -2.7508778, 3.2932708, 0.2423397
9808, -0.0678711, -0.0434570, 0.9128418, -2.7467236, 3.3067879, 0.2435185
9808, -0.0512695, -0.0437012, 0.9106446, -2.7445945, 3.3034875, 0.2434802
12400, -0.0512695, -0.0471191, 0.9028321, -2.7462089, 3.3009350, 0.2444172
9808, -0.0588379, -0.0478516, 0.9072266, -2.7486438, 3.3029844, 0.2442415
9764, -0.0546875, -0.0532227, 0.8989258, -2.7543873, 3.3031034, 0.2449623
9772, -0.0549316, -0.0449219, 0.9094239, -2.7514011, 3.3043949, 0.2430003
9752, -0.0568848, -0.0488281, 0.9086915, -2.7547316, 3.3067820, 0.2431214
9772, -0.0585937, -0.0502930, 0.9064942, -2.7585985, 3.3105869, 0.2433579
9756, -0.0573730, -0.0454102, 0.9047852, -2.7577376, 3.3127191, 0.2419413
12328, -0.0583496, -0.0461426, 0.9208985, -2.7566816, 3.3147876, 0.2415238
9820, -0.0581055, -0.0476074, 0.9067383, -2.7569394, 3.3181619, 0.2428596
9776, -0.0595703, -0.0461426, 0.9086915, -2.7566096, 3.3243963, 0.2429587
9772, -0.0539551, -0.0532227, 0.9084473, -2.7666985, 3.3216698, 0.2435268
9776, -0.0578613, -0.0407715, 0.9060059, -2.7600495, 3.3253021, 0.2437633
9752, -0.0498047, -0.0490723, 0.9089356, -2.7638685, 3.3187503, 0.2447894
9764, -0.0515137, -0.0473633, 0.9008790, -2.7653512, 3.3141031, 0.2430675
12340, -0.0517578, -0.0466309, 0.9055176, -2.7659630, 3.3111102, 0.2421004
9804, -0.0544434, -0.0551758, 0.9094239, -2.7752408, 3.3075368, 0.2417525
9768, -0.0573730, -0.0449219, 0.9111329, -2.7733595, 3.3103265, 0.2419889
9776, -0.0412598, -0.0556641, 0.9145508, -2.7850124, 3.2936289, 0.2409345
9772, -0.0646973, -0.0366211, 0.9240723, -2.7723796, 3.3025085, 0.2403466
9776, -0.0664063, -0.0468750, 0.9108887, -2.7722291, 3.3146927, 0.2400335
9768, -0.0515137, -0.0468750, 0.9128418, -2.7738945, 3.3123931, 0.2393081
12332, -0.0541992, -0.0534668, 0.9016114, -2.7834913, 3.3096506, 0.2377914
9800, -0.0544434, -0.0351562, 0.9060059, -2.7695856, 3.3099277, 0.2400890
9756, -0.0588379, -0.0583496, 0.9091797, -2.7853968, 3.3154094, 0.2403517
9756, -0.0480957, -0.0410156, 0.9101563, -2.7805645, 3.3111557, 0.2404508
9756, -0.0554199, -0.0532227, 0.9101563, -2.7898290, 3.3130688, 0.2414117
9772, -0.0720215, -0.0607910, 0.9033204, -2.8054697, 3.3321037, 0.2419230
9756, -0.0625000, -0.0458984, 0.9084473, -2.8051044, 3.3412835, 0.2400483
19936, -0.0522461, -0.0393066, 0.9062500, -2.7922146, 3.3356924, 0.2396774
12080, -0.0559082, -0.0510254, 0.9069825, -2.7946639, 3.3369250, 0.2384312
9860, -0.0588379, -0.0466309, 0.9047852, -2.7966926, 3.3430426, 0.2385413
9784, -0.0541992, -0.0432129, 0.9189454, -2.7938716, 3.3414587, 0.2385030
9816, -0.0642090, -0.0522461, 0.9082032, -2.7985746, 3.3506603, 0.2387658
9788, -0.0595703, -0.0471191, 0.9089356, -2.7985782, 3.3559877, 0.2368912
9780, -0.0563965, -0.0415039, 0.9096680, -2.7914772, 3.3550713, 0.2368486
12312, -0.0478516, -0.0468750, 0.9096680, -2.7922027, 3.3454091, 0.2375304
9800, -0.0615234, -0.0412598, 0.9084473, -2.7845070, 3.3516757, 0.2373547
9784, -0.0664063, -0.0451660, 0.9028321, -2.7824459, 3.3655149, 0.2354800
9764, -0.0559082, -0.0478516, 0.9130860, -2.7837576, 3.3674783, 0.2340634
9768, -0.0534668, -0.0471191, 0.9167481, -2.7843365, 3.3636157, 0.2327885
9792, -0.0551758, -0.0410156, 0.9123536, -2.7771680, 3.3637712, 0.2325932
12348, -0.0534668, -0.0444336, 0.9077149, -2.7737426, 3.3611457, 0.2327364
9824, -0.0512695, -0.0488281, 0.9057618, -2.7766547, 3.3551263, 0.2321485
